id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
2773,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),"Массасы 3,6 г темір оксиді әрекеттесетін күкірт қышқылының массасы (г)","14,7","2,45","1,22","4,90",,D,test,"Массасы 3,6 г темір оксиді әрекеттесетін күкірт қышқылының массасы (г)","A)
Салмағы 3,6 г темір тотығымен реакцияға түсетін күкірт қышқылының мөлшері (г)

B)
Мөлшері 3,6 г феррум оксидімен әрекеттесетін сульфат қышқылының салмағы (г)

C)
Көлемі 3,6 г темір оксидімен өзара әрекеттесетін күкірт қышқылының массасы (г)

D)
Салмағы 3,6 г феррум тотығымен әрекеттесетін сульфат қышқылының мөлшері (г)","Салмағы 3,6 г темір тотығымен реакцияға түсетін күкірт қышқылының мөлшері (г)","Мөлшері 3,6 г феррум оксидімен әрекеттесетін сульфат қышқылының салмағы (г)","Көлемі 3,6 г темір оксидімен өзара әрекеттесетін күкірт қышқылының массасы (г)","Салмағы 3,6 г феррум тотығымен әрекеттесетін сульфат қышқылының мөлшері (г)",A,A,A,A
19660,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),Врачом партизанского отряда в романе А.А. Фадеева «Разгром» был,Сташинский,Бакланов,Метелица,Морозка,,A,test,Врачом партизанского отряда в романе А.А. Фадеева «Разгром» был,"A)
Лекарем повстанческого формирования в произведении А.А. Фадеева «Разгром» являлся

B)
Медиком партизанского подразделения в книге А.А. Фадеева «Разгром» выступал

C)
Доктором партизанской группы в повествовании А.А. Фадеева «Разгром» числился

D)
Хирургом повстанческого отряда в тексте А.А. Фадеева «Разгром» пребывал",Лекарем повстанческого формирования в произведении А.А. Фадеева «Разгром» являлся,Медиком партизанского подразделения в книге А.А. Фадеева «Разгром» выступал,Доктором партизанской группы в повествовании А.А. Фадеева «Разгром» числился,Хирургом повстанческого отряда в тексте А.А. Фадеева «Разгром» пребывал,A,A,C,D
17225,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Гейгер-Мюллер санағышындағы жұмыстық орта,Су,Қатты дене,Вакуум,Газ,,D,test,Гейгер-Мюллер санағышындағы жұмыстық орта,"A)
Гейгер-Мюллер тіркегішіндегі қызметтік флюид

B)
Гейгер-Мюллер детекторындағы функциялық зат

C)
Гейгер-Мюллер есептегішіндегі амалдық орта

D)
Гейгер-Мюллер құрылғысындағы әрекеттік нәрсе",Гейгер-Мюллер тіркегішіндегі қызметтік флюид,Гейгер-Мюллер детекторындағы функциялық зат,Гейгер-Мюллер есептегішіндегі амалдық орта,Гейгер-Мюллер құрылғысындағы әрекеттік нәрсе,A,B,C,D
6966,https://ymnik.kz/tests_old/geography_kz/?v=22,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Жер бетінің бір нүктесінің екінші нүктеден биіктігі,қыраттар.,салыстырмалы биіктік.,абсолюттік биіктік.,биіктік белгісі.,горизонталь.,B,test,Жер бетінің бір нүктесінің екінші нүктеден биіктігі,"A)
Дүние жүзінің бір телімінің өзге телімнен еңістігі

B)
Құрлық бетінің бір орнының басқа орыннан жоғарылығы

C)
Аймақ рельефінің бір нүктесінің келесі нүктеден асқақтығы

D)
Топырақ қабатының бір тұсының келесі тұстан биік-аласалығы",Дүние жүзінің бір телімінің өзге телімнен еңістігі,Құрлық бетінің бір орнының басқа орыннан жоғарылығы,Аймақ рельефінің бір нүктесінің келесі нүктеден асқақтығы,Топырақ қабатының бір тұсының келесі тұстан биік-аласалығы,C,B,C,D
10471,https://ymnik.kz/tests_old/history/?v=90,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Амангельды Иманов являлся сардарбеком в:,Акмолинской области,Прииртышье,Уральской области,Тургайской области,Семиречье,D,test,Амангельды Иманов являлся сардарбеком в:,"A)
Амангельды Иманов выступал главнокомандующим в:

B)
Амангельды Иманов служил сардарбеком в:

C)
Амангельды Иманов являлся военачальником в:

D)
Амангельды Иманов пребывал предводителем в:",Амангельды Иманов выступал главнокомандующим в:,Амангельды Иманов служил сардарбеком в:,Амангельды Иманов являлся военачальником в:,Амангельды Иманов пребывал предводителем в:,A,A,A,A
842,https://ymnik.kz/tests_old/biology_kz/?v=14,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Топырақта жеткіліксіз болғанда жапырақтардыѕ бозаруына јсер ететін:,Фосфор.,Калий.,Магний.,Кальций.,Азот.,C,test,Топырақта жеткіліксіз болғанда жапырақтардыѕ бозаруына јсер ететін:,"A)
Жерде аз мөлшерде болған жағдайда жасыл бөліктердің түссізденуіне ықпал ететін:

B)
Грунтта тапшы болған сәтте өсімдік мүшелерінің ағаруына әсерін тигізетін:

C)
Қыртыста жетіспеген кезде жасыл жамылғының солғындауына себепші болатын:

D)
Құрамда кем болған уақытта тақташалардың бозаңдануына әсерін көрсететін:",Жерде аз мөлшерде болған жағдайда жасыл бөліктердің түссізденуіне ықпал ететін:,Грунтта тапшы болған сәтте өсімдік мүшелерінің ағаруына әсерін тигізетін:,Қыртыста жетіспеген кезде жасыл жамылғының солғындауына себепші болатын:,Құрамда кем болған уақытта тақташалардың бозаңдануына әсерін көрсететін:,C,C,A,C
16605,https://oltest.kz/tests/medicina/,STEM,Medicine,University,Russian,Medicine (Professional & University in rus),"Укажите мышцы, которые иннервирует блоковый нерв:
","нижняя косая мышца глаза
","верхняя прямая мышца
","верхняя косая мышца глаза
","медиальная прямая мышца глаза
","латеральная прямая мышца глаза
",C,test,"Укажите мышцы, которые иннервирует блоковый нерв:
","A)
Назовите мускулы, которыми управляет блоковый нерв:

B)
Отметьте мышцы, снабжаемые волокнами блокового нерва:

C)
Перечислите мускулатуру, которую иннервирует трохлеарный нерв:

D)
Выделите мышцы, получающие иннервацию блоковым нервом:","Назовите мускулы, которыми управляет блоковый нерв:","Отметьте мышцы, снабжаемые волокнами блокового нерва:","Перечислите мускулатуру, которую иннервирует трохлеарный нерв:","Выделите мышцы, получающие иннервацию блоковым нервом:",C,B,C,C
8926,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Әмір Темірдің Моғолстанға жасаған барлық жорықтарының мерзімі,1371–1390 жылдары,1371–1372 жылдары,1384–1391 жылдары,1371–1377 жылдары,,A,test,Әмір Темірдің Моғолстанға жасаған барлық жорықтарының мерзімі,"A)
Ақсақ Темірдің Моғолстан мемлекетіне бағытталған барша шабуылдарының уақыты

B)
Тамерланның Моғолстан жеріне ұйымдастырған күллі аттаныстарының кезеңі

C)
Темірланның Моғолстан аумағына жасаған бүкіл жорықтарының датасы

D)
Әмір Темірдің Моғолстан еліне қарсы барлық шапқыншылықтарының мерзімдері",Ақсақ Темірдің Моғолстан мемлекетіне бағытталған барша шабуылдарының уақыты,Тамерланның Моғолстан жеріне ұйымдастырған күллі аттаныстарының кезеңі,Темірланның Моғолстан аумағына жасаған бүкіл жорықтарының датасы,Әмір Темірдің Моғолстан еліне қарсы барлық шапқыншылықтарының мерзімдері,A,A,C,A
382,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Телу жұмыстарымен айналысқан орыс ғалымы:,Н.И.Вавилов,И.В.Мичурин,Б.Л.Астауров,А.О.Ковалевский,,B,test,Телу жұмыстарымен айналысқан орыс ғалымы:,"A)
Будандастыру істерімен шұғылданған ресейлік зерттеуші:

B)
Сұрыптау шараларымен айналысқан солтүстік оқымыстысы:

C)
Селекциялық қызметпен шұғылданған көршілес маман:

D)
Түраралық будандастырумен айналысқан орыс білімпазы:",Будандастыру істерімен шұғылданған ресейлік зерттеуші:,Сұрыптау шараларымен айналысқан солтүстік оқымыстысы:,Селекциялық қызметпен шұғылданған көршілес маман:,Түраралық будандастырумен айналысқан орыс білімпазы:,D,A,C,A
18561,https://itest.kz/ru/endless,STEM,Physics,High School,Russian,Physics (High School in rus),Гравитационную постоянную впервые измерил,Майкельсон,Кавендиш,Физо,Галилей,,B,test,Гравитационную постоянную впервые измерил,"A)
Тяготения коэффициент изначально определил

B)
Гравитационный коэффициент вначале вычислил

C)
Константу тяготения первоначально установил

D)
Физическую константу сперва рассчитал",Тяготения коэффициент изначально определил,Гравитационный коэффициент вначале вычислил,Константу тяготения первоначально установил,Физическую константу сперва рассчитал,C,B,C,D
20415,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),Государственной премией было отмечено произведение Виктора Астафьева,«Где-то гремит война»,«Перевал»,«Царь-рыба»,«Пастух и пастушка»,,C,test,Государственной премией было отмечено произведение Виктора Астафьева,"A)
Правительственной наградой была выделена работа Виктора Астафьева

B)
Национальной наградой было признано творение Виктора Астафьева

C)
Федеральной премией был поощрён опус Виктора Астафьева

D)
Официальной премией было ознаменовано создание Виктора Астафьева",Правительственной наградой была выделена работа Виктора Астафьева,Национальной наградой было признано творение Виктора Астафьева,Федеральной премией был поощрён опус Виктора Астафьева,Официальной премией было ознаменовано создание Виктора Астафьева,A,B,C,D
785,https://ymnik.kz/tests_old/biology_kz/?v=24,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Гидраның жыныссыз көбеюі:,Ұрықтану арқылы.,Жұмыртқа жасушамен.,Зигота арқылы.,Сперматозоидтармен.,Бүршіктену арқылы.,E,test,Гидраның жыныссыз көбеюі:,"A)
Гидраның жыныссыз жаңғыруы:

B)
Гидраның жыныссыз ұрпақ жаюы:

C)
Гидраның жыныссыз өніп-өсуі:

D)
Гидраның жыныссыз репродукциясы:",Гидраның жыныссыз жаңғыруы:,Гидраның жыныссыз ұрпақ жаюы:,Гидраның жыныссыз өніп-өсуі:,Гидраның жыныссыз репродукциясы:,A,B,C,D
21346,https://ymnik.kz/tests_old/worldhistory_kz/?v=5,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Франктер жаулап алғанға дейін сакстардың мекендеген жері:,Пиреней түбегі.,Рейн-Эльба арасы.,Альпі тауы.,Дунай жағасы.,Балкан түбегінде.,B,test,Франктер жаулап алғанға дейін сакстардың мекендеген жері:,"A)
Франктер басып алғанға дейін сакстардың қоныстанған аймағы:

B)
Франктер иеленгенге дейін сакстардың тұрақтаған өлкесі:

C)
Франктер бағындырғанға дейін сакстардың мекен еткен өңірі:

D)
Франктер жаулағанға дейін сакстардың өмір сүрген жері:",Франктер басып алғанға дейін сакстардың қоныстанған аймағы:,Франктер иеленгенге дейін сакстардың тұрақтаған өлкесі:,Франктер бағындырғанға дейін сакстардың мекен еткен өңірі:,Франктер жаулағанға дейін сакстардың өмір сүрген жері:,A,A,A,D
10859,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Тұрақты тіркес кездесетін сөйлем,Зерделі қария жігер бере сөйледі.,Жердегі шұбар ала жыланды көріп қорқып кетті.,Жаңағы екпіні су сепкендей басылып қалды.,Мәдениет сарайының іші ығы-жығы халық.,,C,test,Тұрақты тіркес кездесетін сөйлем,"A)
Фразеологизм ұшырасатын сөйлем

B)
Тұрақты орам табылатын сөйлем

C)
Идиома кездесетін сөйлем

D)
Тұрақты сөз тіркесі бар сөйлем",Фразеологизм ұшырасатын сөйлем,Тұрақты орам табылатын сөйлем,Идиома кездесетін сөйлем,Тұрақты сөз тіркесі бар сөйлем,A,A,D,A
9861,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),В окрестностях Ташкента состоялось сражение казахских ханов Есима и Турсуна в,1625 г.,1629 г.,1627 г.,1611 г.,,C,test,В окрестностях Ташкента состоялось сражение казахских ханов Есима и Турсуна в,"A)
В пригородах Ташкента произошло столкновение казахских правителей Есима и Турсуна в

B)
Возле окраин Ташкента случилось противостояние казахских владык Есима и Турсуна в

C)
Недалеко от Ташкента прошла битва казахских султанов Есима и Турсуна в

D)
Вблизи границ Ташкента разыгралась сеча казахских вождей Есима и Турсуна в",В пригородах Ташкента произошло столкновение казахских правителей Есима и Турсуна в,Возле окраин Ташкента случилось противостояние казахских владык Есима и Турсуна в,Недалеко от Ташкента прошла битва казахских султанов Есима и Турсуна в,Вблизи границ Ташкента разыгралась сеча казахских вождей Есима и Турсуна в,C,B,C,D
22191,https://ymnik.kz/tests_old/worldhistory/?v=40,Humanities,World_History,High School,Russian,World History (High School in rus),Год восстания народа Нидерландов против испанских захватчиков:,1506 год,1500 год,1560 год,1566 год,1565 год,D,test,Год восстания народа Нидерландов против испанских захватчиков:,"A)
Дата мятежа жителей Нидерландов против испанских оккупантов:

B)
Период бунта населения Нидерландов против испанских агрессоров:

C)
Момент выступления нации Нидерландов против испанских поработителей:

D)
Время протеста граждан Нидерландов против испанских колонизаторов:",Дата мятежа жителей Нидерландов против испанских оккупантов:,Период бунта населения Нидерландов против испанских агрессоров:,Момент выступления нации Нидерландов против испанских поработителей:,Время протеста граждан Нидерландов против испанских колонизаторов:,A,A,A,A
15411,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),Найдите количество целых чисел в интервале \([-\sqrt7;\sqrt7]\).,\(6\),\(5\),\(2\),\(3\),,B,test,Найдите количество целых чисел в интервале \([-\sqrt7;\sqrt7]\).,"A)
Определите число целых значений в промежутке \([-\sqrt7;\sqrt7]\).

B)
Вычислите сумму целых единиц в отрезке \([-\sqrt7;\sqrt7]\).

C)
Укажите количество целочисленных элементов в диапазоне \([-\sqrt7;\sqrt7]\).

D)
Посчитайте множество целых цифр в периоде \([-\sqrt7;\sqrt7]\).",Определите число целых значений в промежутке \([-\sqrt7;\sqrt7]\).,Вычислите сумму целых единиц в отрезке \([-\sqrt7;\sqrt7]\).,Укажите количество целочисленных элементов в диапазоне \([-\sqrt7;\sqrt7]\).,Посчитайте множество целых цифр в периоде \([-\sqrt7;\sqrt7]\).,A,B,C,D
20997,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Ғұндардың Рим империясына бағытталған жорығын басқарған ғұн көсемі:,Мөде,Мартелл,Еділ,Бахрам,,C,test,Ғұндардың Рим империясына бағытталған жорығын басқарған ғұн көсемі:,"A)
Ғұн тайпаларының Рим империясына қарсы жасаған шабуылын бастаған ғұн билеушісі:

B)
Ғұндардың Рим мемлекетіне жасаған әскери жорығына жетекшілік еткен ғұн патшасы:

C)
Хуннулардың Рим державасына бағытталған қарулы қақтығысын басқарған ғұн көшбасшысы:

D)
Ғұн ордасының Рим жеріне жасаған басқыншылық сапарын басқарған ғұн әміршісі:",Ғұн тайпаларының Рим империясына қарсы жасаған шабуылын бастаған ғұн билеушісі:,Ғұндардың Рим мемлекетіне жасаған әскери жорығына жетекшілік еткен ғұн патшасы:,Хуннулардың Рим державасына бағытталған қарулы қақтығысын басқарған ғұн көшбасшысы:,Ғұн ордасының Рим жеріне жасаған басқыншылық сапарын басқарған ғұн әміршісі:,A,A,A,A
6170,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Бразилия таулы үстіртінде өсетін тері илеуге қажетті шикізат алатын ағаш.,Секвойя,Кебрачо,Бөтелке ағашы,Баобаб,,B,test,Бразилия таулы үстіртінде өсетін тері илеуге қажетті шикізат алатын ағаш.,"A)
Бразилия қыратында өсетін былғары өңдеуге тиісті өнім беретін өсімдік.

B)
Бразилия үстіртінде өсетін теріні қатыруға қажетті материал алынатын ағаш.

C)
Бразилия таулы өңірінде өсетін былғары илеуге лайықты шикізат беретін ағаш.

D)
Бразилия биік жазығында өсетін теріні өңдеуге керек ресурстар алынатын өсімдік.",Бразилия қыратында өсетін былғары өңдеуге тиісті өнім беретін өсімдік.,Бразилия үстіртінде өсетін теріні қатыруға қажетті материал алынатын ағаш.,Бразилия таулы өңірінде өсетін былғары илеуге лайықты шикізат беретін ағаш.,Бразилия биік жазығында өсетін теріні өңдеуге керек ресурстар алынатын өсімдік.,C,C,B,C
10526,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Кочевание повлияло на усовершенствование,Рыболовства,Снаряжения лошади,Городской культуры,Огнестрельного оружия,,B,test,Кочевание повлияло на усовершенствование,"A)
Миграция воздействовала на улучшение

B)
Странствование сказалось на модернизации

C)
Передвижение отразилось на прогрессе

D)
Кочевье поспособствовало развитию",Миграция воздействовала на улучшение,Странствование сказалось на модернизации,Передвижение отразилось на прогрессе,Кочевье поспособствовало развитию,A,E,D,A
13494,https://itest.kz/ru/endless,Humanities,Law,High School,Russian,Law (High School in rus),К юридическим лицам относятся,Лица без гражданства,Граждане РК,Организации,Иностранные граждане,,C,test,К юридическим лицам относятся,"A)
К правовым субъектам причисляются

B)
К корпоративным образованиям причисляются

C)
К законным лицам причисляются

D)
К институциональным единицам причисляются",К правовым субъектам причисляются,К корпоративным образованиям причисляются,К законным лицам причисляются,К институциональным единицам причисляются,C,A,C,D
4287,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),Скорость реакции N2(г) + O2(г) = 2NO(г) при увеличении молярных концентраций азота в 2 раза и кислорода в 4 раза возрастет,В 6 раз,В 32 раза,В 4 раза,В 8 раз,,D,test,Скорость реакции N2(г) + O2(г) = 2NO(г) при увеличении молярных концентраций азота в 2 раза и кислорода в 4 раза возрастет,"A)
Темп взаимодействия N2(г) + O2(г) = 2NO(г) при повышении молярных концентраций азота в 2 раза и кислорода в 4 раза увеличится

B)
Быстрота процесса N2(г) + O2(г) = 2NO(г) при возрастании молярных концентраций азота в 2 раза и кислорода в 4 раза повысится

C)
Интенсивность превращения N2(г) + O2(г) = 2NO(г) при прибавлении молярных концентраций азота в 2 раза и кислорода в 4 раза вырастет

D)
Показатель скорости N2(г) + O2(г) = 2NO(г) при усилении молярных концентраций азота в 2 раза и кислорода в 4 раза поднимется",Темп взаимодействия N2(г) + O2(г) = 2NO(г) при повышении молярных концентраций азота в 2 раза и кислорода в 4 раза увеличится,Быстрота процесса N2(г) + O2(г) = 2NO(г) при возрастании молярных концентраций азота в 2 раза и кислорода в 4 раза повысится,Интенсивность превращения N2(г) + O2(г) = 2NO(г) при прибавлении молярных концентраций азота в 2 раза и кислорода в 4 раза вырастет,Показатель скорости N2(г) + O2(г) = 2NO(г) при усилении молярных концентраций азота в 2 раза и кислорода в 4 раза поднимется,A,B,C,D
