id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_a,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
9864,https://ymnik.kz/tests_old/history/?v=102,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),"Мавзолей, построенный в X-XI веках близ Жезказгана, связан с именем человека, который по легенде, является создателем казахских жузов на территории Казахстана и принадлежит он хану:",Абулхаиру,Болату,Керею,Алашу,Жаныбеку,D,test,"question: Мавзолей, построенный в X-XI веках близ Жезказгана, связан с именем человека, который по легенде, является создателем казахских жузов на территории Казахстана и принадлежит он хану:","A)
question: Усыпальница, возведённая в X-XI столетиях рядом с Жезказганом, связана с именем человека, который по преданию, считается основателем казахских жузов на территории Казахстана и принадлежит он хану:

B)
question: Мавзолей, возведённый в X-XI столетиях близ Жезказгана, связан с именем человека, который по преданию, является создателем казахских жузов на землях Казахстана и принадлежит он хану:

C)
question: Гробница, построенная в X-XI веках у Жезказгана, связана с именем человека, который по легенде, считается основателем казахских родов на территории Казахстана и принадлежит он хану:

D)
question: Мавзолей, построенный в X-XI веках недалеко от Жезказгана, связан с именем человека, который по преданию, является основателем казахских жузов на территории Казахстана и принадлежит он хану:","question: Усыпальница, возведённая в X-XI столетиях рядом с Жезказганом, связана с именем человека, который по преданию, считается основателем казахских жузов на территории Казахстана и принадлежит он хану:","question: Мавзолей, возведённый в X-XI столетиях близ Жезказгана, связан с именем человека, который по преданию, является создателем казахских жузов на землях Казахстана и принадлежит он хану:","question: Гробница, построенная в X-XI веках у Жезказгана, связана с именем человека, который по легенде, считается основателем казахских родов на территории Казахстана и принадлежит он хану:","question: Мавзолей, построенный в X-XI веках недалеко от Жезказгана, связан с именем человека, который по преданию, является основателем казахских жузов на территории Казахстана и принадлежит он хану:",A,A,E,A,A
8753,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Қазақстан аумағындағы ежелгі тайпалар сиынды,Тотемге,Магияға,Анимизмге,Көк тәңіріне,,D,test,question: Қазақстан аумағындағы ежелгі тайпалар сиынды,"A)
question: Қазақстан жеріндегі ерте рулар қоныстанды

B)
question: Қазақстан аймағындағы бұрынғы халықтар орналасты

C)
question: Қазақстан жерінде ескі тайпалар қоныстанған

D)
question: Қазақстан аумағындағы көне ру-тайпалар орналасқан",question: Қазақстан жеріндегі ерте рулар қоныстанды,question: Қазақстан аймағындағы бұрынғы халықтар орналасты,question: Қазақстан жерінде ескі тайпалар қоныстанған,question: Қазақстан аумағындағы көне ру-тайпалар орналасқан,E,E,E,E,E
17170,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Стаканға құйылған массасы 100 г судың бетінен әр секунд сайын \(10^{18}\) молекула буланып шығады. Стакандағы судың буға айналу уақыты 
\((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)","\(≈6,3\cdot 10^7\: c\)","\(≈3,3\cdot 10^6\: c\)","\(≈4,3\cdot 10^6\: c\)","\(≈5,3\cdot 10^6\: c\)",,B,test,"question: Стаканға құйылған массасы 100 г судың бетінен әр секунд сайын \(10^{18}\) молекула буланып шығады. Стакандағы судың буға айналу уақыты 
\((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)","A)
question: Кесеге құйылған салмағы 100 г судың бетінен әр секунд сайын \(10^{18}\) молекула буланып шығады. Кеседегі судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)

B)
question: Ыдысқа құйылған массасы 100 г судың бетінен әрбір секунд сайын \(10^{18}\) молекула буланып шығады. Ыдыстағы судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)

C)
question: Бокалға құйылған массасы 100 г судың бетінен секунд сайын \(10^{18}\) молекула буланып шығады. Бокалдағы судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)

D)
question: Кесе ішіне құйылған массасы 100 г судың бетінен әр секунд сайын \(10^{18}\) молекула буланып шығады. Кесе ішіндегі судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)","question: Кесеге құйылған салмағы 100 г судың бетінен әр секунд сайын \(10^{18}\) молекула буланып шығады. Кеседегі судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)","question: Ыдысқа құйылған массасы 100 г судың бетінен әрбір секунд сайын \(10^{18}\) молекула буланып шығады. Ыдыстағы судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)","question: Бокалға құйылған массасы 100 г судың бетінен секунд сайын \(10^{18}\) молекула буланып шығады. Бокалдағы судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)","question: Кесе ішіне құйылған массасы 100 г судың бетінен әр секунд сайын \(10^{18}\) молекула буланып шығады. Кесе ішіндегі судың буға айналу уақыты \((M=1\: г/моль, \: M_o=16\: г/моль,N_A=6,02\cdot10^{23}\: моль^{-1})\)",A,E,A,E,E
5405,https://oltest.kz/tests/vospitanie_i_obuchenie/,Humanities,Education and training ,University,Russian,Education and Training (Professional & University in rus),"Выделены следующие методы обучения: объяснительно-иллюстративный, репродуктивный, исследовательский, проблемного изложения, эвристический в соответствии:
","С источниками познания
","Со структурой личности
","Со способом взаимодействия учащихся
","Со спецификой усвоения различных видов содержания
","С функциями
",E,test,"question: Выделены следующие методы обучения: объяснительно-иллюстративный, репродуктивный, исследовательский, проблемного изложения, эвристический в соответствии:
","A)
question: Отмечены следующие способы обучения: разъяснительно-демонстративный, воспроизводящий, поисковый, проблемный, эвристико-поисковый в соответствии:

B)
question: Обозначены нижеследующие приёмы преподавания: пояснительно-иллюстративный, воспроизводственный, исследовательно-поисковый, изложение проблемного характера, интуитивно-эвристический в соответствии:

C)
question: Зафиксированы указанные методы образования: пояснительно-демонстративный, репродуцирующий, аналитико-исследовательский, проблемного характера изложения, эвристично-поисковый в соответствии:

D)
question: Выделены нижеследующие подходы к обучению: объяснительно-демонстративный, воспроизводимый, поисково-исследовательский, проблемного изложения, эвристико-интуитивный в соответствии:","question: Отмечены следующие способы обучения: разъяснительно-демонстративный, воспроизводящий, поисковый, проблемный, эвристико-поисковый в соответствии:","question: Обозначены нижеследующие приёмы преподавания: пояснительно-иллюстративный, воспроизводственный, исследовательно-поисковый, изложение проблемного характера, интуитивно-эвристический в соответствии:","question: Зафиксированы указанные методы образования: пояснительно-демонстративный, репродуцирующий, аналитико-исследовательский, проблемного характера изложения, эвристично-поисковый в соответствии:","question: Выделены нижеследующие подходы к обучению: объяснительно-демонстративный, воспроизводимый, поисково-исследовательский, проблемного изложения, эвристико-интуитивный в соответствии:",E,A,E,A,E
10531,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),"Древнейшим праздником, который отмечали более 3000 лет назад, является",Крестины,Наурыз,Женский день,23 февраля,,B,test,"question: Древнейшим праздником, который отмечали более 3000 лет назад, является","A)
question: Самым древним праздником, который праздновали более 3000 лет назад, является

B)
question: Наиболее древним праздником, который отмечали свыше 3000 лет назад, является

C)
question: Старейшим праздником, который праздновали более 3000 лет назад, является

D)
question: Исконным праздником, который отмечали более 3000 лет назад, является","question: Самым древним праздником, который праздновали более 3000 лет назад, является","question: Наиболее древним праздником, который отмечали свыше 3000 лет назад, является","question: Старейшим праздником, который праздновали более 3000 лет назад, является","question: Исконным праздником, который отмечали более 3000 лет назад, является",E,E,E,E,E
17093,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Егер идеал газды \(290\) К-ге дейін изобаралы суытқанда, оның көлемі \(2\) есе азаятын болса, онда осы газдың бастапқы және соңғы температурасы","\(200\) К, \(500\) К","\(290\) К, \(500\) К","\(200\) К, \(580\) К","\(290\) К, \(580\) К",,D,test,"question: Егер идеал газды \(290\) К-ге дейін изобаралы суытқанда, оның көлемі \(2\) есе азаятын болса, онда осы газдың бастапқы және соңғы температурасы","A)
question: Егер идеалдық газды \(290\) К-ге дейін изобаралы суытқанда, оның көлемі \(2\) есе кемитін болса, онда осы газтың бастапқы және соңғы температурасы

B)
question: Егер идеал газды \(290\) К-ге дейін изобаралық түрде суытқанда, оның көлемі \(2\) есе азайса, онда осы газтың бастапқы және соңғы температурасы

C)
question: Егер идеал газды \(290\) К-ге дейін изобаралық суыту кезінде, оның көлемі \(2\) есе қысқарса, онда осы газтың бастапқы және соңғы температурасы

D)
question: Егер идеал газды \(290\) К-ге дейін изобаралы түрде суытқанда, оның көлемі \(2\) есе азаятын болса, онда осы газтың бастапқы және соңғы температурасы","question: Егер идеалдық газды \(290\) К-ге дейін изобаралы суытқанда, оның көлемі \(2\) есе кемитін болса, онда осы газтың бастапқы және соңғы температурасы","question: Егер идеал газды \(290\) К-ге дейін изобаралық түрде суытқанда, оның көлемі \(2\) есе азайса, онда осы газтың бастапқы және соңғы температурасы","question: Егер идеал газды \(290\) К-ге дейін изобаралық суыту кезінде, оның көлемі \(2\) есе қысқарса, онда осы газтың бастапқы және соңғы температурасы","question: Егер идеал газды \(290\) К-ге дейін изобаралы түрде суытқанда, оның көлемі \(2\) есе азаятын болса, онда осы газтың бастапқы және соңғы температурасы",E,A,A,A,E
3074,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),Төмендегі үдерістердің арасындағы ең жылдам үдеріс,Динамиттің жарылуы,Глюкозаның ферментациясы,Сүттің ашуы,Металдардың тотығуы,,A,test,question: Төмендегі үдерістердің арасындағы ең жылдам үдеріс,"A)
question: Келесі процестердің ішіндегі ең тез процесс

B)
question: Келесі үдерістердің арасындағы ең жедел үдеріс

C)
question: Төмендегі процестердің ішіндегі ең тез процесс

D)
question: Төмендегі үдерістердің ішіндегі ең жедел үдеріс",question: Келесі процестердің ішіндегі ең тез процесс,question: Келесі үдерістердің арасындағы ең жедел үдеріс,question: Төмендегі процестердің ішіндегі ең тез процесс,question: Төмендегі үдерістердің ішіндегі ең жедел үдеріс,E,E,B,E,E
19497,https://ymnik.kz/tests_old/russian/?v=58,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Укажите фразеологизм-синоним к словам угождать, льстить:",Играть в кошки-мышки.,Рассыпаться мелким бесом.,Показать где раки зимуют.,Кошки скребут на душе.,Невзирая на лица.,B,test,"question: Укажите фразеологизм-синоним к словам угождать, льстить:","A)
question: Назовите фразеологизм-синоним к словам угождать, льстить:

B)
question: Приведите фразеологический синоним к словам угождать, льстить:

C)
question: Укажите идиоматический синоним к словам угождать, льстить:

D)
question: Покажите фразеологизм-эквивалент к словам угождать, льстить:","question: Назовите фразеологизм-синоним к словам угождать, льстить:","question: Приведите фразеологический синоним к словам угождать, льстить:","question: Укажите идиоматический синоним к словам угождать, льстить:","question: Покажите фразеологизм-эквивалент к словам угождать, льстить:",E,E,E,E,E
8469,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"Уровень сравнительно–правового исследования, ассоциирующийся с научным анализом и обобщением собранного материала:
","формальный уровень
","эпизодический уровень
","эмпирический уровень
","теоретический уровень
","локальный уровень
",D,test,"question: Уровень сравнительно–правового исследования, ассоциирующийся с научным анализом и обобщением собранного материала:
","A)
question: Уровень сопоставительно–правового изучения, связанный с научным разбором и систематизацией накопленного материала:

B)
question: Уровень относительно–правового исследования, соотносимый с научным исследованием и суммированием собранного материала:

C)
question: Уровень сопоставительно–правового исследования, ассоциируемый с научным анализом и обобщением накопленного материала:

D)
question: Уровень сравнительно–правового изучения, сопряжённый с научным анализом и синтезом собранного материала:","question: Уровень сопоставительно–правового изучения, связанный с научным разбором и систематизацией накопленного материала:","question: Уровень относительно–правового исследования, соотносимый с научным исследованием и суммированием собранного материала:","question: Уровень сопоставительно–правового исследования, ассоциируемый с научным анализом и обобщением накопленного материала:","question: Уровень сравнительно–правового изучения, сопряжённый с научным анализом и синтезом собранного материала:",E,E,E,E,E
21267,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Қоғамда толықтай заң үстемдік ететін мемлекет,Құқықтық мемлекет,Авторитарлық-демократиялық мемлекет,Басқару формасы монархиялық мемлекет,Капиталистік жүйедегі мемлекет,,A,test,question: Қоғамда толықтай заң үстемдік ететін мемлекет,"A)
question: Әлеуметте мүлдем заң үстемдік ететін мемлекет

B)
question: Қоғамда толық құқық үстемдік ететін мемлекет

C)
question: Қоғамда тұтастай құқық үстемдік ететін мемлекет

D)
question: Әлеуметте түгелімен заң үстемдік ететін мемлекет",question: Әлеуметте мүлдем заң үстемдік ететін мемлекет,question: Қоғамда толық құқық үстемдік ететін мемлекет,question: Қоғамда тұтастай құқық үстемдік ететін мемлекет,question: Әлеуметте түгелімен заң үстемдік ететін мемлекет,E,E,E,E,E
6708,https://ymnik.kz/tests_old/geography_kz/?v=21,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Қызыл теңіздің тұздылығы:,370/00,420/00,36 0/00,410/00,340/00,B,test,question: Қызыл теңіздің тұздылығы:,"A)
question: Қызыл теңіздің тұздануы:

B)
question: Қызыл теңіздің тұз мөлшері:

C)
question: Қызыл теңіздің тұз концентрациясы:

D)
question: Қызыл теңіздің қанықтылығы:",question: Қызыл теңіздің тұздануы:,question: Қызыл теңіздің тұз мөлшері:,question: Қызыл теңіздің тұз концентрациясы:,question: Қызыл теңіздің қанықтылығы:,E,E,E,E,E
5719,https://oltest.kz/tests/finansy_i_kredit/,"Social Science





","Finance, credit, insurance ",University,Russian,Finance (Professional & University in rus),"Физическое или юридическое лицо, осуществляющее инвестиции в Республике Казахстан:
","дилер
",инвестор,"акционер
","джоббер
","брокер
",B,test,"question: Физическое или юридическое лицо, осуществляющее инвестиции в Республике Казахстан:
","A)
question: Частное или юридическое лицо, осуществляющее инвестиции в Республике Казахстан:

B)
question: Физическое либо юридическое лицо, осуществляющее инвестиции в Республике Казахстан:

C)
question: Индивидуальное или корпоративное лицо, осуществляющее инвестиции в Республике Казахстан:

D)
question: Физическое или корпоративное лицо, осуществляющее инвестиции в Республике Казахстан:","question: Частное или юридическое лицо, осуществляющее инвестиции в Республике Казахстан:","question: Физическое либо юридическое лицо, осуществляющее инвестиции в Республике Казахстан:","question: Индивидуальное или корпоративное лицо, осуществляющее инвестиции в Республике Казахстан:","question: Физическое или корпоративное лицо, осуществляющее инвестиции в Республике Казахстан:",E,E,E,E,A
16509,https://oltest.kz/tests/medicina/,STEM,Medicine,University,Russian,Medicine (Professional & University in rus),"В левое предсердие открываются:
","Легочные вены
","Коронарные артерии
","Венечные артерии
","Легочные артерии
","Сонные артерии
",D,test,"question: В левое предсердие открываются:
","A)
question: В левое предсердие впадают:

B)
question: В левое предсердие вливаются:

C)
question: В левое предсердие входят:

D)
question: В левое предсердие притекают:",question: В левое предсердие впадают:,question: В левое предсердие вливаются:,question: В левое предсердие входят:,question: В левое предсердие притекают:,E,E,E,E,E
19462,https://itest.kz/ru/endless,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Ряд полных лексических омонимов,"Закапывать клад, закапывать нос","Три мандарина, три полы","Плач стих, короткий стих","Мясная лавка, узкая лавка",,D,test,question: Ряд полных лексических омонимов,"A)
question: Серия абсолютных лексических омонимов

B)
question: Группа совершенных словесных омонимов

C)
question: Набор целых лексикальных омонимов

D)
question: Череда полноценных лексических омонимов",question: Серия абсолютных лексических омонимов,question: Группа совершенных словесных омонимов,question: Набор целых лексикальных омонимов,question: Череда полноценных лексических омонимов,E,E,E,E,E
21371,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),1949-53 жж. социализм жүйесін құруда КСРО-ға ұқсамауға тырысқан ел:,Чехословакия,Венгрия,Польша,Югославия,,D,test,question: 1949-53 жж. социализм жүйесін құруда КСРО-ға ұқсамауға тырысқан ел:,"A)
question: 1949-53 жж. социалистік жүйені қалыптастыруда КСРО-ға ұқсап көруге тырысқан мемлекет:

B)
question: 1949-53 жж. социализм жүйесін орнатуда КСРО-ға ұқсап көргісі келген ел:

C)
question: 1949-53 жж. социалистік жүйені жасау барысында КСРО-ға ұқсатуға талпынған ел:

D)
question: 1949-53 жж. социализм жүйесін қалыптастыру барысында КСРО-ға ұқсауға талпынған ел:",question: 1949-53 жж. социалистік жүйені қалыптастыруда КСРО-ға ұқсап көруге тырысқан мемлекет:,question: 1949-53 жж. социализм жүйесін орнатуда КСРО-ға ұқсап көргісі келген ел:,question: 1949-53 жж. социалистік жүйені жасау барысында КСРО-ға ұқсатуға талпынған ел:,question: 1949-53 жж. социализм жүйесін қалыптастыру барысында КСРО-ға ұқсауға талпынған ел:,A,E,A,E,A
8599,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),"“Түрік, қырғыз, қазақ һəм хандар шежіресінің” баспадан щыққан мерзімі:",1911 жылы,1909 жылы,1910 жылы,1913 жылы,,A,test,"question: “Түрік, қырғыз, қазақ һəм хандар шежіресінің” баспадан щыққан мерзімі:","A)
question: “Түркілер, қырғыздар, қазақтар жəне хандар әулетінің” баспадан шыққан мерзімі:

B)
question: “Түрік тегі, қырғыз ұлты, қазақ тегі мен хандар шежіресінің” басып шығарылған уақыты:

C)
question: “Түрік жұрты, қырғыз халқы, қазақ жұрты сондай-ақ хандар тұқымының” баспаға шыққан күні:

D)
question: “Түркі, қырғыз, қазақ қоса хандар хандық шежіресінің” жарияланған мерзімі:","question: “Түркілер, қырғыздар, қазақтар жəне хандар әулетінің” баспадан шыққан мерзімі:","question: “Түрік тегі, қырғыз ұлты, қазақ тегі мен хандар шежіресінің” басып шығарылған уақыты:","question: “Түрік жұрты, қырғыз халқы, қазақ жұрты сондай-ақ хандар тұқымының” баспаға шыққан күні:","question: “Түркі, қырғыз, қазақ қоса хандар хандық шежіресінің” жарияланған мерзімі:",E,A,E,A,A
13403,https://itest.kz/ru/endless,Humanities,Law,High School,Russian,Law (High School in rus),Закон «О защите прав потребителей» принят в РК в мае,2002 г.,2007 г.,2010 г.,2006 г.,,C,test,question: Закон «О защите прав потребителей» принят в РК в мае,"A)
question: Нормативный акт «О защите прав потребителей» принят в РК в мае

B)
question: Закон «Об охране прав потребителей» принят в РК в мае

C)
question: Акт «О защите прав потребителей» утвержден в РК в мае

D)
question: Закон «О защите интересов потребителей» принят в РК в мае",question: Нормативный акт «О защите прав потребителей» принят в РК в мае,question: Закон «Об охране прав потребителей» принят в РК в мае,question: Акт «О защите прав потребителей» утвержден в РК в мае,question: Закон «О защите интересов потребителей» принят в РК в мае,E,E,E,E,E
17013,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Жер бетінің маңында денеге 36 Н бүкіләлемдік тартылыс күші әрекет етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\),12 Н,18 Н,9 Н,36 Н,,C,test,question: Жер бетінің маңында денеге 36 Н бүкіләлемдік тартылыс күші әрекет етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\),"A)
question: Жердің айналасында затқа 36 Н гравитациялық тартылыс күші әсер етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\)

B)
question: Жер бетінің қасында денеге 36 Н жалпы тартылыс күші әрекет етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\)

C)
question: Жер бетінің маңында денеге 36 Н әмбебап тартылыс күші әрекет етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\)

D)
question: Жер үстінен денеге 36 Н гравитациялық күш әсер етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\)",question: Жердің айналасында затқа 36 Н гравитациялық тартылыс күші әсер етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\),question: Жер бетінің қасында денеге 36 Н жалпы тартылыс күші әрекет етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\),question: Жер бетінің маңында денеге 36 Н әмбебап тартылыс күші әрекет етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\),question: Жер үстінен денеге 36 Н гравитациялық күш әсер етеді. Жер бетінен \(2R_ж\) биіктікте тартылыс күші \((R_ж=6400 \) \(км)\),A,A,E,A,A
16824,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Причинность — это:
","Каузальность
","Волюнтаризм
","Диалектика
","Реальность
",Закономерность,A,test,"question: Причинность — это:
","A)
question: Причинная связь — это:

B)
question: Причинно-следственная связь — это:

C)
question: Каузальность — это:

D)
question: Причинно-следственная зависимость — это:",question: Причинная связь — это:,question: Причинно-следственная связь — это:,question: Каузальность — это:,question: Причинно-следственная зависимость — это:,A,A,E,E,E
2307,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),У хвоща при бесполом размножении участвуют органы,Подземные побеги,Листья,Гаметы,Споры,,D,test,question: У хвоща при бесполом размножении участвуют органы,"A)
question: У хвоща в процессе бесполого размножения участвуют органы

B)
question: У хвоща при вегетативном размножении участвуют органы

C)
question: У хвоща при бесполом размножении принимают участие органы

D)
question: У хвоща при бесполом размножении участвуют структуры",question: У хвоща в процессе бесполого размножения участвуют органы,question: У хвоща при вегетативном размножении участвуют органы,question: У хвоща при бесполом размножении принимают участие органы,question: У хвоща при бесполом размножении участвуют структуры,E,E,E,E,E
808,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Ата тегіндегі белгілердің ұрпағында қайталануы,Атавизм,Гомологтық мүше,Рудиментті,Аналогтық мүше,,A,test,question: Ата тегіндегі белгілердің ұрпағында қайталануы,"A)
question: Бастапқы тегтегі элементтердің ұрпақтарында қайталануы

B)
question: Ата тегі ішіндегі нышандардың ұрпағында қайталануы

C)
question: Жоғарғы тегтегі символдардың ұрпағында қайталануы

D)
question: Ана тегіндегі белгілердің ұрпағында қайталануы",question: Бастапқы тегтегі элементтердің ұрпақтарында қайталануы,question: Ата тегі ішіндегі нышандардың ұрпағында қайталануы,question: Жоғарғы тегтегі символдардың ұрпағында қайталануы,question: Ана тегіндегі белгілердің ұрпағында қайталануы,E,E,E,E,E
22526,https://ymnik.kz/tests_old/worldhistory/?v=41,Humanities,World_History,High School,Russian,World History (High School in rus),"О том, как строилась в Египте пирамида Хеопса писал:",Цезарь,Сыма Цянь,Гомер,Тацит,Геродот,E,test,"question: О том, как строилась в Египте пирамида Хеопса писал:","A)
question: О том, как возводилась в Египте пирамида Хеопса писал:

B)
question: О том, как сооружалась в Египте пирамида Хеопса писал:

C)
question: О том, как выстраивалась в Египте пирамида Хеопса писал:

D)
question: О том, как создавалась в Египте пирамида Хеопса писал:","question: О том, как возводилась в Египте пирамида Хеопса писал:","question: О том, как сооружалась в Египте пирамида Хеопса писал:","question: О том, как выстраивалась в Египте пирамида Хеопса писал:","question: О том, как создавалась в Египте пирамида Хеопса писал:",B,B,B,B,B
17992,https://itest.kz/ru/endless,STEM,Physics,High School,Russian,Physics (High School in rus),"Опре­де­ли­те, ядро ка­ко­го изо­то­па X осво­бож­да­ет­ся при осу­ществ­ле­нии ядер­ной ре­ак­ции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Ис­поль­зуя таб­ли­цу масс атом­ных ядер, вы­чис­ли­те энер­гию, осво­бож­да­ю­щу­ю­ся при осу­ществ­ле­нии этой ядер­ной ре­ак­ции.","\(3,2\cdot10^{-12}\)","\(4,2\cdot10^{-12}\)","\(2,07\cdot10^{-12}\)","\(5,2\cdot10^{-12}\)",,C,test,"question: Опре­де­ли­те, ядро ка­ко­го изо­то­па X осво­бож­да­ет­ся при осу­ществ­ле­нии ядер­ной ре­ак­ции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Ис­поль­зуя таб­ли­цу масс атом­ных ядер, вы­чис­ли­те энер­гию, осво­бож­да­ю­щу­ю­ся при осу­ществ­ле­нии этой ядер­ной ре­ак­ции.","A)
question: Установите, ядро какого изотопа X высвобождается при проведении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Применяя таблицу масс атомных ядер, рассчитайте энергию, выделяющуюся при проведении данной ядерной реакции.

B)
question: Определите, ядро какого изотопа X освобождается при выполнении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Используя таблицу масс атомных ядер, вычислите энергию, выделяющуюся в ходе этой ядерной реакции.

C)
question: Назовите, ядро какого изотопа X освобождается при осуществлении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Сопоставив данные таблицы масс атомных ядер, определите энергию, освобождающуюся при осуществлении этой ядерной реакции.

D)
question: Установите, ядро какого изотопа X высвобождается при исполнении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Применяя таблицу масс атомных ядер, вычислите энергию, освобождающуюся при проведении этой ядерной реакции.","question: Установите, ядро какого изотопа X высвобождается при проведении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Применяя таблицу масс атомных ядер, рассчитайте энергию, выделяющуюся при проведении данной ядерной реакции.","question: Определите, ядро какого изотопа X освобождается при выполнении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Используя таблицу масс атомных ядер, вычислите энергию, выделяющуюся в ходе этой ядерной реакции.","question: Назовите, ядро какого изотопа X освобождается при осуществлении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Сопоставив данные таблицы масс атомных ядер, определите энергию, освобождающуюся при осуществлении этой ядерной реакции.","question: Установите, ядро какого изотопа X высвобождается при исполнении ядерной реакции: 
\(_2^3He+_3^2He\rightarrow_2^4He+_1^1H+X\).
Применяя таблицу масс атомных ядер, вычислите энергию, освобождающуюся при проведении этой ядерной реакции.",E,E,A,E,E
