мәтін1, мәтін2, жапсырма, idx, белгі_мәтіні
Сейсенбі күні екі үнді дипломаты Пәкістанның шығысындағы Лахор қаласындағы Кот Лахпат түрмесінде өлім жазасына кесілген үнді тұтқыны Сарабжит Сингхпен кездесті., Үндістан дипломаттары сейсенбі күні өлім жазасына кесілген үндістандық тұтқынмен кездесті.,0,221, тарту
" 1995 жылы босатылған Тайсон боксқа оралып, 1996 жылы Дүниежүзілік бокс кеңесінің титулын жеңіп алды. Алайда, сол жылы ол Эвандер Холифилдтен жеңіліп, 1997 жылы қайта кездесуде Холифилдтің құлағын тістеп алды, сол үшін ол бокстан уақытша шеттетілді.", 1996 жылы Майк Тайсон Холифилдтің құлағын тістеп алды.,1,222, міндеттеме емес
" NIH-тің 2005 қаржы жылына арналған 28,8 миллиард доллар көлеміндегі бюджеттік сұрауы Ұлттық жалпы медициналық ғылымдар институты үшін 3,4 пайызға өсіммен 2 миллиард долларды және Ұлттық зерттеу ресурстары орталығына 1,1 миллиард долларды және 2004 қаржы жылымен салыстырғанда 7,2 пайызға төмендеуді қамтиды."," Сұраныс 1,1 миллиард долларға дейін қысқартылды",1,223, міндеттеме емес
"Әлемдегі ең кедей елдердің бірі Бангладеш 1974 жылы 1,5 миллион адамның өмірін қиған қатты құрғақшылық пен аштықты бастан кешірді. Аштықтан зардап шеккен ауыл тұрғындарына көмектесуге тырысып жүргенде, ол Суфия Бегум есімді 21 жастағы әйелмен кездесті, ол кішкентай, бірақ ауыр қарызға батқан, деп еске алады Юнус өзінің «Кедейлерге банкир» атты өмірбаянында."," 1974 жылы Бангладештегі құрғақшылық пен аштық кезінде 1,5 миллион адам қаза тапты.",0,224, тарту
" Caritas гуманитарлық ұйымы Ирактағы филиалына сілтеме жасай отырып, бүгін Германияда бірнеше Ирак ауруханаларына, әсіресе Ирактағы ең үлкен аурухана саналатын Саддам ауруханасына Ирак астанасын бомбалау кезінде соққы берілгенін хабарлады.", Caritas ұйымы Бағдадты атқылау кезінде бірнеше Ирак ауруханасы (Саддам ауруханасынан басқа) зақымданғанын хабарлады.,1,225, міндеттеме емес
" Біріккен Ұлттар Ұйымының (БҰҰ) хабарлауынша, Сербияның Косово провинциясында Біріккен Ұлттар Ұйымының көлігіне шабуыл жасалып, кем дегенде бір азаматтық полицей қаза тапты.",Азаматтық полицей қаза тапты.,0,226, тарту
" Италиялық Superenalotto ойынының сейсенбідегі ұтыс ойынында Италиядағы ставка ойынында ең үлкен ұтыс анықталды. Бірінші санаттағы жүлденің жалғыз жеңімпазы (6 санды тапқан) алдыңғы ұтыс ойынындағы джекпотты қоса алғанда, 72.090.405,19 еуро (93 миллион АҚШ доллары) соманы алады. Ұтыс ақшасы қосымша салық салынбай толық көлемде алынады, себебі мұндай жүлделерге салықтар Италия мемлекеті ставка үшін төленген ақшадан белгіленген мөлшерлеме бойынша алынады.", Супереналоттоға 72 миллион еуродан астам сыйлық табысталды.,0,227, тарту
 26 мүшесі бар Халықаралық энергетика агенттігі жұма күні мүше елдер Катрина дауылынан туындаған АҚШ-тағы отын дағдарысын жеңілдету үшін мұнай шығаратынын мәлімдеді., Халықаралық мұнай агенттігі нарыққа 60 миллион баррель мұнай мен бензинді қолжетімді етеді.,1,228, міндеттеме емес
"Браун дүйсенбіде әріптесі, сыртқы сауда министрі У Идің Қытайдың жыл соңына дейін Тарифтер мен сауда жөніндегі бас келісімге (ГАТТ) қосылу әрекеті сәтсіз аяқталса, Бейжің бұрынғы сауда-экономикалық міндеттемелерімен байланысты болмайды деген қорқытуын жоққа шығарды.", У И - Қытайдың сыртқы сауда министрі.,0,229, тарту
 Соңғы шабуылдар АҚШ елшілігі мен Өзбекстан астанасындағы жоғары прокуратураға бағытталған., Кеше Өзбекстан астанасындағы Израиль елшілігінің кіреберісінде болған террористік жарылыстар екі адамның өмірін қиды.,1,230, міндеттеме емес
" Порт-о-Пренс қаласының Аристидті жақтайтын мэрі Эванс Пол оған ақшаның Гаитидің демократиялық жолмен сайланған алғашқы президенті Аристидтің оралуына қарсы науқан жүргізу үшін американдық лоббистерге, саясаткерлерге және журналистерге жұмсалатыны айтылғанын айтты.", Эванс Пол - Порт-о-Пренс қаласының мэрі.,0,231, тарту
" Нью-Йорк биржасында шілде айындағы жеткізілімге арналған Nymex жеңіл мұнайының бағасы сейсенбіде барреліне 42,38 долларға жетті.","Нью-Йорк биржасында сейсенбі күні шикі мұнайдың фьючерстері барреліне 42 долларға дейін көтеріліп, рекордтық деңгейге жетті.",1,232, міндеттеме емес
" Сонымен қатар, итальяндық Electronic Frontiers Italy цифрлық құқықтар тобы ел үкіметінен Sony компаниясының қарақшылыққа қарсы бағдарламалық жасақтаманы пайдалануына қатысты тергеу жүргізуді сұрады.", Италия үкіметі Sony компаниясына қатысты тергеу жүргізіп жатыр.,1,233, міндеттеме емес
" Шерифтің ресми өкілдері роботты Вентура округінде пайдалануға болатынын айтты, онда бомба жасағы биыл 40-тан астам қоңырауға жауап берді.", Полиция бомбаларды өңдеу үшін роботтарды пайдаланады.,0,234, тарту
 Schroder Investment Management компаниясы Revival компаниясының Marks & Spencer бөлшек сауда компаниясын сатып алу туралы ұсынысын қабылдау ниетін білдірді., Revival компаниясы Marks & Spencer Group компаниясын басып алуға тырысады.,0,235, тарту
"Сенаттың Сыртқы қатынастар комитетінің республикашыл мүшесі, сенатор Дик Лугар заң жобасын қолдап, Америка Құрама Штаттарының Кубаға қарсы эмбаргосы «куба халқына демократия әкелу мақсатына жете алмады» деп мәлімдеді. Нью-Джерси штатынан келген сенатор, демократ және екінші буын кубалық-американдық Боб Менендес заң жобасына қарсы, еуропалықтар, канадалықтар және басқа да Латын Америкасы елдерінің азаматтарының еркін саяхаты арал елін демократияландыруға көмектеспегенін алға тартады. «Режим ашылған жоқ», - деді сенатор Менендес. «Керісінше, ол ресурстарды пайдаланып, қысымшылықты күшейтті».", Дик Лугар - кубалық-американдық қауымдастықтың мүшесі.,1,236, міндеттеме емес
" Калифорния сайлаушылары Грей Дэвисті қайтарып алып, Арнольд Шварценеггерді губернатор етіп сайлайды."," Калифорния сайлаушылары губернатор Грей Дэвисті қызметінен босатып, оның орнына Арнольд Шварценеггерді тағайындады.",0,237, тарту
АҚШ билікті 30 маусымда Біріккен Ұлттар Ұйымы және Ирактың бұрынғы губернаторы Пол Бремер таңдаған Ирактың уақытша үкіметіне берді., Біріккен Ұлттар Ұйымы ресми түрде билікті Иракқа берді.,1,238, міндеттеме емес
" Музыка индустриясының жетекші басылымдарының бірі Rolling Stone Wikipedia мақаласынан алынған жалған жаңалықтарды жариялап жатқанын байқады. Журналдың Rock & Roll Daily онлайн басылымында 11 желтоқсанда «Хэлли Берри беделін түсіруге дайын...» атты мақала жарияланды, онда актердің музыкалық альбом шығару ниетін жариялағаны туралы жаңалықтар жарияланды. Бұл оқиғаны Washington Post, All Headline News және «Оскар» сыйлығының иегері актрисаның музыка әлеміне қадам басуы туралы хабарлауға құлықты басқа да ақпарат агенттіктері тез арада жариялады. Альбомның продюсері деп болжанған Скотт Сторчтың айтуынша, жалғыз мәселе - мұндай альбом жоқ... және ол оған үш ән шығармаған.", Холли Берри Скотт Сторчпен бірге жұмыс істейді.,1,239,міндеттеме емес
 Мемлекеттік департаменттің Куба істері жөніндегі кеңсесінің басшысы Кевин Уитакер Лазомен ұлдарына виза беру туралы екі рет сөйлесті., Кевин Уитакер - Мемлекеттік департаменттің менеджері.,0,240, тарту
" Жер аралы институтының қарсылығын қолдау үшін Greenpeace негізін қалаушы Дон Уайт 18.08.1993 жылы келесі – өкінішке орай, пайғамбарлық – көпшілік алдында мәлімдеме жасады.", Дон Уайт - Greenpeace ұйымының негізін қалаушы.,0,241, тарту
" Аса өткізгіш маглев жүйесі техникалық тұрғыдан өте жоғары жылдамдықты, үлкен сыйымдылықты көлік жүйесі ретінде коммерциялық мақсатта пайдалануға дайын сияқты.", Маглев коммерциялық мақсатта қолданылады.,1,242, міндеттеме емес
" Тайландтың ресми діні - буддизм, ол тай халқының көпшілігінің адалдығын талап етеді. Олардың мәдени ерекшелігі будда дәстүрлерімен тығыз байланысты сияқты. Халқы рухани табынудың күрделі жүйесін қамтитын халықтық буддизмді ұстанады.",Тайландтың ресми діні - Тхеравада буддизмі.,1,243, міндеттеме емес
"Үндістанның Tata Group компаниясының болат өндірушісі Tata Steel ағылшын-голландиялық болат алпауыты Corus Group компаниясын 6,7 миллиард фунт стерлингке (12 миллиард доллар) сатып алады, бұл оны әлемдегі бесінші ірі болат өндірушісіне айналдырады. Үндістанның ең танымал бизнес отбасыларының бірінен шыққан Tata тобының 70 жастағы төрағасы Ратан Тата Companhia Siderurgica Nacional (CSN) компаниясының бас директоры және негізгі иесі, 52 жастағы атақты бразилиялық атқарушы директор Бенджамин Штайнбрухпен бәсекелестікте жеңіске жетті. Tata инвесторларға акциясына 608 пенс төледі, ал бразилиялықтардың Ұлыбританияның Takeover Panel аукционындағы соңғы ұсынысы 603 пенс болды. Бұл келісім Tata Steel компаниясының қуатын жылына шамамен 28 миллион тоннаға дейін арттырады. Tata: «Бұл үнді өнеркәсібінің жаһандық ойыншы ретінде халықаралық нарыққа шыға алатынын көрсететін алғашқы қадам». British Steel және Hoogovens компанияларының бірігуінен құрылған Corus қазіргі уақытта бүкіл әлем бойынша 47 300 адамды жұмыспен қамтып отыр. Өткен жылы компания әлемдегі тоғызыншы ірі болат өндірушісі болды. Бұл сатып алу бөлшектенген болат секторында шоғырландыру кезеңін бастауы мүмкін.",CSN жылына 28 миллион тонна болат өндіреді.,1,244, міндеттеме емес
" Нью-Йорк миллиардерлердің ең көп санымен мақтана алады, олардың 40-ы Үлкен Apple-де тұрады. Әлемдегі ең жас миллиардер - Ливанның бұрынғы премьер-министрі Рафик Хариридің қызы, 22 жастағы Хинд Харири.", Миллиардерлер саны артып келеді.,1,245, міндеттеме емес
 БҰҰ Бас хатшысы Кофи Аннан Ирак халқының 30 қаңтардағы сайлауға көптеп қатысқанын атап өтті., Кофи Аннан 30 қаңтардағы сайлауда сайланды.,1,246, міндеттеме емес
" Оңтүстік Каролина Джесси Джексонның туған штаты болғандықтан, қара нәсілділер қауымдастығында өте күшті ынталандыру болды.", Джесси Джексон Оңтүстік Каролинада дүниеге келген.,0,247, тарту
 Дүйсенбі күні NASA ғарышкерлерді 2018 жылға қарай Айға ғарыш кемесін бұрынғы NASA дәуіріндегі капсуламен біріктіретін жаңа зымыранмен қайтару үшін 104 миллиард доллар қажет болады деп есептеді.,Жаңа ғарыш аппаратының дизайнында шаттл зымыран бөлшектері мен Аполлон стиліндегі капсула қолданылады.,1,248, міндеттеме емес
 Коммерциялық ағаштың көп бөлігі Гондураста өсіріледі., Өсімдіктер суда немесе топырақтан басқа заттарда өсіріледі.,1,249, міндеттеме емес
" Арлин Блум – кез келген өлшем бойынша аңызға айналған ізашар. 1970 жылдардағы альпинизмнің беделіне қарсы тұра отырып, ол Маккинли мен Аннапурна тауларына сәтті шығуға шыққан алғашқы әйелдер командасын басқарды және Эверестке шығуға тырысқан алғашқы американдық әйел болды. Ұзақ, шытырман оқиғалы мансабында ол жиырмадан астам экспедицияда жетекші рөл атқарды және биік таулы альпинизмнің қауіпті аренасында әйелдерге орын берді."," Әйел Эверест шыңына жалғыз өзі шығып, табысқа жетті.",1,250, міндеттеме емес
" Габриэль Гарсиа Маркес - «Жүз жылдық жалғыздық», «Патриархтың күзі» және басқа да романдардың авторы.", Габриэль Гарсиа Маркес - жазушы және романшы.,0,251, тарту
Лопес мырза мен оның үш серіктесіне қатысты тергеу негізінен құпияларды жүйелі түрде ұрлауға қатысты күдіктерге қатысты., Лопеспен бірге GM-нің тағы жеті басшысы кетті.,1,252, міндеттеме емес
" Өмір бойы жемістер мен көкөністерден калийді көп мөлшерде тұтыну сүйек массасын сақтауға көмектеседі, осылайша остеопорозға әкелуі мүмкін сүйек жоғалуының алдын алады.", Калийді тағаммен тұтыну остеопороздың алдын алады.,0,253, тарту
 Атлантадан келген 22 жастағы модель Моника Медоус Нью-Йорк қаласындағы метро вагонында иығынан атып өлтірілді., 23 жастағы Моника Медоус Нью-Йорк қаласында метро вагонында иығынан оқ тиді,1,254, міндеттеме емес
 Phish тобы 15 тамызда Вермонттағы соңғы концерттен кейін тарады, Phish рок тобы Вермонтта соңғы концертін өткізді.,0,255, тарту
"Пембрукширдегі Милфорд Хейвенде Чарльз Дарвинді әлемді аралап шыққан қайықтың 3,3 миллион фунт стерлингке жұмыс істейтін көшірмесін жасау жоспарлары жасалуда. 2009 жылы Дарвиннің туғанына 200 жыл толуын атап өтетін жобаға қаражат жинау жұмыстары жүргізілуде. Мақсат - сыртынан HMS Beagle-ге ұқсас, бірақ заманауи интерьері бар теңізге жарамды кеме жасау. Табиғи сұрыпталудың эволюцияны қалай түсіндіре алатынын көрсеткен Дарвин 1831-36 жылдар аралығында Beagle кемесімен жүзді.", Чарльз Дарвин HMS Beagle атты кемемен саяхатқа шықты.,0,256, тарту
 Ең көп сұранысқа ие және ең қымбат бұйым Хепберн 1960 жылдары жасаған Спенсер Трейсидің қола бюсті болды., Ең көп сатылған бұйым - Хепберннің 1960 жылдары жасаған актерлік сүйіктісі Спенсер Трейсидің қола бюсті.,0,257, тарту
" Хадлидің айтуынша, Иордания Буш пен Әл-Маликидің кездесу орны ретінде Ирактағы бірлік үкіметін қолдайтыны және Буштың аймақта болатыны үшін таңдалған.",Буш Хадлиде әл-Маликимен кездеседі.,1,258, міндеттеме емес
" Ирактағы коалицияның жоғары лауазымды шенеунігінің айтуынша, АҚШ әскери полициясы Бағдадтың батысында тапқан мәйіт көліктен лақтырылған сияқты.", АҚШ әскери полициясы мәйітті тапты.,0,259, тарту
 Окели Никарагуаның сайлау науқанын бақылайтын халықаралық социалистік делегацияға қосылу үшін Никарагуаға ұшуы керек еді., Никарагуада сайлауалды науқан жүріп жатыр.,0,260, тарту
" ИЕРУСАЛИМ (AP) – 22 жылдық папалық қызметінің рухани шарықтау шегінде Рим Папасы Иоанн Павел II сейсенбі күні Рим-католик папасының Израильге алғашқы ресми сапарын бастады, бұл оның Мәсіхтің туып, қайтыс болған жеріне бару арманын орындады.", Рим Папасы Иоанн Павел II Польшада дүниеге келген.,1,261, міндеттеме емес
" Эсхил б.з.д. 525 жылы дүниеге келген және жастық шағын Афина әскерінде сарбаз ретінде өткізген. Ол «Парсылар» атты еңбегін 53 жасында жазған, бірақ бұл оның бізге жеткен ең алғашқы еңбегі.",«Парсыларды» Эсхил жазған.,0,262, тарту
" Хорватияның ниеті одан да күрделі, себебі Словения мен Хорватияның аумақтық сулары арасындағы шекара әлі белгіленбеген. Бұл шекараға қатысты дау 1991 жылы екі ел де тәуелсіздік алған кезде басталды.", Аумақтық сулар бойынша дау бар.,0,263, тарту
" Кеше АҚШ пен Еуропа үкіметтері өз қорларынан тәулігіне 2 миллион баррель мұнай мен өңделген өнімдерді шығаруға келіскеннен кейін, Катрина дауылының мұнаймен қамтамасыз ету болжамы біршама жақсарды.", Нарыққа 60 миллион баррель мұнай мен бензин қолжетімді болады.,1,264, міндеттеме емес
"Бейсенбіде Бхутто ханымның өлтірілуі Пәкістан халқын көпшілік дағдарыс деп санайтын жағдайға душар етті, бүкіл елде зорлық-зомбылықпен наразылықтар болды. Шенеуніктердің айтуынша, зорлық-зомбылық ондаған миллион доллар шығын әкелген. Өлім-жітімнің көпшілігі Бхутто ханымның саяси бекінісі болып табылатын оңтүстік Синд провинциясында болды. Қауіпсіздік жағдайының нашарлауы сенбі күні президент Мушаррафқа қауіпсіздік басшыларына зорлық-зомбылықпен наразылық білдірушілермен қатаң күресуді бұйырды.", Мушарраф тәртіпсіздіктерге қатысушыларға қауіпсіздік күштеріне қарсы қатаң шаралар қолдануды бұйырды.,1,265, міндеттеме емес
" 1865 жылы президент Авраам Линкольннің кісі өлтірушісі Джон Уилкс Бут Вирджиния штатының Боулинг Грин қаласының маңында федералды әскерлермен қоршауға алынып, қаза тапты.", Джон Уилкс Бут президент Авраам Линкольнді өлтірді.,0,266, тарту
"Сиракуз телеарнасы News 10 Now алған хат әлі талданып жатыр, бірақ полиция оны 41 жастағы Дживерли Вонг жазған деп санайды, деп мәлімдеді полиция бастығы Джозеф Зикуски брифингте. «Бізде оның (шынайы) емес екеніне сенуге ешқандай себеп жоқ», - деді Зикуски. «Бұл не болып жатқанын анықтау үшін бізге апталар мен айлар қажет болатын өте күрделі жұмбақтың тағы бір дәлелі. Бұл бізге көмектеседі». Өзін-өзі өлтірмес бұрын 13 адамды атып өлтірген күні пошта арқылы жіберілген шашыраңқы, бөлшектенген хатта Вонг өз қиындықтары үшін полицияны кінәлап, кем дегенде екі адамды «жер шаңына қайтаруға» ант берді. Ол бас әріптермен ұқыпты жазылған хатты қорқынышты нотамен аяқтады: «Күніңіз сәтті өтсін».", Дживерли Вон полиция бастығы болған.,1,267, міндеттеме емес
"Нәтижесінде, асқазан жарасы созылмалы, жиі мүгедектікке әкелетін жағдайдан антибиотиктер мен басқа да дәрі-дәрмектердің қысқа мерзімді режимімен емделетін жағдайға айналды.", Антибиотиктер асқазан жарасына қарсы қолданылады.,0,268, тарту
" Өнер тарихында тарихқа дейінгі өнер - бұл өте кеш геологиялық тарихта басталатын, сауатсыз мәдениеттерде (тарихқа дейінгі) пайда болған өнер.", Оңтүстік Африкада табылған тарихқа дейінгі өнер.,1,269, міндеттеме емес
" Словенияның астанасы - Любляна, халқы 270 000 адам.", Словенияда 270 000 халық тұрады.,1,270, міндеттеме емес
 Жаңа есепте елдегі әйелдердің шешім қабылдауға қатысуы өте аз екені көрсетілген., Парламентте әйелдердің өкілдігі нашар.,1,271, міндеттеме емес
 «Суонси» шабуылшысы Ли Трандл Бірінші Лига клубымен тиімді имидж құқықтары туралы келісімшартқа отырды., Ли Трандл Бірінші лига клубымен бизнеспен айналысады.,0,272, тарту
"Рим Папасы Иоанн Павел II-ге тиесілі ашық көк түсті 1975 жылғы Ford Escort GL көлігі сенбі күні хьюстондық мультимиллионерге 690 000 долларға сатылды, ол оны туған қаласында салғысы келетін мұражайға қоюды жоспарлап отырғанын айтты.", Хьюстондық мультимиллионер Рим Папасының Ford Escort көлігін сатып алады.,0,273, тарту
 2001 жылдың 1 қазанында ЕО және басқа да елдер үй жануарларының иелеріне шетелден Ұлыбританияға оралатын үй жануарлары үшін Pets Travel Scheme (қысқаша PETS) бойынша үй жануарларының паспорттарын алуға өтініш беру мүмкіндігін енгізді. Бұл барлық үй жануарларын 6 айлық міндетті карантинге алудың ескі жүйесін алмастырды., 2001 жылы ЕО үй жануарларына арналған төлқұжат енгізді.,0,274, тарту
 Козловский мен компанияның бұрынғы бас қаржы директоры Марк Сварц дүйсенбіде 25 жылға дейін бас бостандығынан айырылды., Козловский дүйсенбі күні 25 жылға дейін бас бостандығынан айыру жазасына кесілді.,0,275, тарту
"Greenpeace науқанының директоры Дэнни Кеннеди былай деді: «Скотт Паркиннің қуғын-сүргін ісінде оның қауіпті екенін дәлелдеу үшін моральдық тұрғыдан Достастыққа жүктелген. Үкімет терроризмге қарсы заңнаманы енгізген кезде, олар қоғамға бұл заңдар тек террористік шабуылдың нақты және қазіргі қаупіне қарсы тұру үшін қолданылатынына, азаматтарға қарсы жалпылама тәсіл емес екеніне уәде берді. Бейбітшілік терроризм емес. Бейбітшілік ұлттық қауіпсіздікке қауіп төндірмейді. Ешбір демократиялық үкімет шетелдік азаматты оның саяси пікірлеріне қарсы болғандықтан қуып жібермеуі керек».", Greenpeace директоры бейбітшілік - терроризм деп мәлімдеді.,1,276, міндеттеме емес
