question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,instance,generated_options,option_a,option_b,option_c,option_d
4638,"Using the tables of standard electrode potentials, arrange the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .",H_2 > Ni > Co > Al > Na > Ag,Al > Co > Ni > Ag > H_2 > Na,Ag > Na > Al > H_2 > Co > Ni,Ag > H_2 > Ni > Co > Al > Na,Ni > Co > Al > Na > Ag > H_2,Co > Al > Na > Ni > H_2 > Ag,Al > Na > Co > H_2 > Ni > Ag,H_2 > Ag > Na > Al > Ni > Co,Na > Al > Co > Ni > H_2 > Ag,Na > H_2 > Ag > Ni > Co > Al,I,8,chemistry,stemez-Chemistry,,test,"question: Using the tables of standard electrode potentials, arrange the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .","A)
question: Employing the tables of standard electrode potentials, arrange the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .

B)
question: Using the charts of standard electrode potentials, arrange the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .

C)
question: Using the tables of standard electrode potentials, order the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .

D)
question: Using the tables of standard electrode potentials, arrange the fol-lowing species in descending order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .","question: Employing the tables of standard electrode potentials, arrange the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .","question: Using the charts of standard electrode potentials, arrange the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .","question: Using the tables of standard electrode potentials, order the fol-lowing substances in decreasing order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na .","question: Using the tables of standard electrode potentials, arrange the fol-lowing species in descending order of ability as reducing agents: Al, Co, Ni, Ag, H_2, Na ."
7159,If the reserve ratio is 10 percent and a new customer deposits $500 what is the maximum amount of money created?,"$5,000 ","$10,000",$500 ,"$2,500","$6,000","$7,500",$50 ,"$4,500 ","$9,000","$1,000",H,7,economics,ori_mmlu-high_school_macroeconomics,,test,question: If the reserve ratio is 10 percent and a new customer deposits $500 what is the maximum amount of money created?,"A)
question: Suppose the reserve requirement is 10 percent and a new depositor places $500 what is the maximum amount of money created?

B)
question: Assume the required reserve ratio is 10 percent and a new client places $500 what is the maximum quantity of money generated?

C)
question: If the reserve ratio equals 10 percent and a new customer deposits $500 what is the greatest amount of money created?

D)
question: If the cash reserve ratio is 10 percent and a new account holder deposits $500 what is the maximum sum of money created?",question: Suppose the reserve requirement is 10 percent and a new depositor places $500 what is the maximum amount of money created?,question: Assume the required reserve ratio is 10 percent and a new client places $500 what is the maximum quantity of money generated?,question: If the reserve ratio equals 10 percent and a new customer deposits $500 what is the greatest amount of money created?,question: If the cash reserve ratio is 10 percent and a new account holder deposits $500 what is the maximum sum of money created?
3462,"The citrate ion forms a tight bond with calcium ions so that the calcium is unable to react with other substances In view of this, why is sodium citrate added to whole blood immediately after it is drawn from a blood donor?",Sodium citrate is added to cause muscle spasms,Sodium citrate is added to catalyze the formation of fibrin,Sodium citrate is added to preserve the blood's color,Sodium citrate is added to stimulate immune responses,Sodium citrate is added to increase calcium ions,Sodium citrate is added to prevent coagulation,Sodium citrate is added to increase the blood's viscosity,Sodium citrate is added to enhance oxygen carrying capacity of the blood,Sodium citrate is added to decrease the blood's pH level,Sodium citrate is added as a nutrient for blood cells,F,5,biology,stemez-Biology,,test,"question: The citrate ion forms a tight bond with calcium ions so that the calcium is unable to react with other substances In view of this, why is sodium citrate added to whole blood immediately after it is drawn from a blood donor?","A)
question: The citric anion establishes a strong link with calcium cations so that the calcium cannot interact with other compounds In view of this, why is sodium citrate introduced into whole blood immediately after it is collected from a blood donor?

B)
question: The citrate anion creates a firm association with calcium ions so that the calcium is incapable of reacting with other materials In view of this, why is sodium citrate mixed into whole blood immediately after it is withdrawn from a blood donor?

C)
question: The citrate ion forms a tight bond with calcium ions so that the calcium is prevented from interacting with other substances In view of this, why is sodium citrate added to whole blood straightaway after it is taken from a blood donor?

D)
question: The citrate ion forms a close attachment with calcium ions so that the calcium becomes unable to engage with other substances In view of this, why is sodium citrate placed in whole blood immediately after it is drawn from a blood donor?","question: The citric anion establishes a strong link with calcium cations so that the calcium cannot interact with other compounds In view of this, why is sodium citrate introduced into whole blood immediately after it is collected from a blood donor?","question: The citrate anion creates a firm association with calcium ions so that the calcium is incapable of reacting with other materials In view of this, why is sodium citrate mixed into whole blood immediately after it is withdrawn from a blood donor?","question: The citrate ion forms a tight bond with calcium ions so that the calcium is prevented from interacting with other substances In view of this, why is sodium citrate added to whole blood straightaway after it is taken from a blood donor?","question: The citrate ion forms a close attachment with calcium ions so that the calcium becomes unable to engage with other substances In view of this, why is sodium citrate placed in whole blood immediately after it is drawn from a blood donor?"
3435,Which of the following about meiosis is NOT true?,Meiosis produces two haploid gametes.,Homologous chromosomes join during synapsis.,Sister chromatids separate during meiosis I.,Crossing-over increases genetic variation in gametes.,,,,,,,C,2,biology,ori_mmlu-high_school_biology,,test,question: Which of the following about meiosis is NOT true?,"A)
question: Which of the following regarding meiotic division is NOT accurate?

B)
question: Which of the following concerning the meiotic process is NOT correct?

C)
question: Which of the following about meiosis is NOT factual?

D)
question: Which of the following on meiotic cell division is NOT true?",question: Which of the following regarding meiotic division is NOT accurate?,question: Which of the following concerning the meiotic process is NOT correct?,question: Which of the following about meiosis is NOT factual?,question: Which of the following on meiotic cell division is NOT true?
9350,Show that a plane mirror in contact with a converging lens of focal length f is equivalent to a concave spherical mirror with radius of curvature f.,equivalent to a plane mirror of radius f,equivalent to a convex mirror of radius 2f,equivalent to a concave mirror of radius f/2,equivalent to a spherical mirror with infinite radius of curvature,equivalent to a concave mirror of radius 2f,not equivalent to any mirror,equivalent to a convex mirror of radius f,equivalent to a concave mirror with radius of curvature -2f,equivalent to a concave mirror of radius f,equivalent to a convex mirror with radius of curvature -f,I,8,physics,stemez-Optics,,test,question: Show that a plane mirror in contact with a converging lens of focal length f is equivalent to a concave spherical mirror with radius of curvature f.,"A)
question: Demonstrate that a flat mirror in contact with a convex lens of focal length f is equivalent to a concave spherical mirror with radius of curvature f.

B)
question: Prove that a plane reflecting surface touching a convergent lens of focal length f is equivalent to a concave spherical reflector with radius of curvature f.

C)
question: Verify that a planar mirror placed against a convex lens having focal length f is equivalent to a concave spherical mirror whose radius of curvature is f.

D)
question: Establish that a plane mirror adjoining a converging lens with focal length f is equivalent to a concave spherical mirror of radius of curvature f.",question: Demonstrate that a flat mirror in contact with a convex lens of focal length f is equivalent to a concave spherical mirror with radius of curvature f.,question: Prove that a plane reflecting surface touching a convergent lens of focal length f is equivalent to a concave spherical reflector with radius of curvature f.,question: Verify that a planar mirror placed against a convex lens having focal length f is equivalent to a concave spherical mirror whose radius of curvature is f.,question: Establish that a plane mirror adjoining a converging lens with focal length f is equivalent to a concave spherical mirror of radius of curvature f.
1888,"A husband came home early from work one day. He walked to the bedroom and, upon opening the door, saw his wife and another man in bed together. Visibly upset, the husband told the other man to leave. As the man was reaching for his pants, he pulled out a gun, fearing that the husband was about to attack him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, breaking it and killing him. The husband is guilty for which, if any, of the following crimes?",No crime.,Second-degree murder.,Murder.,Self-defense.,First-degree murder.,Involuntary manslaughter.,Assault.,Justifiable homicide.,Aggravated assault.,,A,0,law,ori_mmlu-professional_law,,test,"question: A husband came home early from work one day. He walked to the bedroom and, upon opening the door, saw his wife and another man in bed together. Visibly upset, the husband told the other man to leave. As the man was reaching for his pants, he pulled out a gun, fearing that the husband was about to attack him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, breaking it and killing him. The husband is guilty for which, if any, of the following crimes?","A)
question: A husband returned home early from work one day. He walked to the bedroom and, upon opening the door, observed his wife and another man in bed together. Visibly upset, the husband told the other man to leave. As the man was reaching for his pants, he drew a gun, fearing that the husband was about to assault him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, snapping it and killing him. The husband is guilty for which, if any, of the following crimes?

B)
question: A husband arrived home early from work one day. He walked to the bedroom and, upon opening the door, beheld his wife and another man in bed together. Visibly upset, the husband told the other man to depart. As the man was reaching for his pants, he produced a gun, fearing that the husband was about to strike him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, fracturing it and killing him. The husband is guilty for which, if any, of the following crimes?

C)
question: A husband got home early from work one day. He walked to the bedroom and, upon opening the door, noticed his wife and another man in bed together. Visibly upset, the husband ordered the other man to leave. As the man was reaching for his pants, he brandished a gun, fearing that the husband was about to attack him. When the husband saw the gun, he jumped on the man and angrily wrenched his neck, breaking it and killing him. The husband is guilty for which, if any, of the following crimes?

D)
question: A husband returned home early from work one day. He walked to the bedroom and, upon opening the door, saw his wife and another man in bed together. Visibly upset, the husband demanded the other man leave. As the man was reaching for his pants, he pulled out a firearm, fearing that the husband was about to attack him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, breaking it and killing him. The husband is guilty for which, if any, of the following crimes?","question: A husband returned home early from work one day. He walked to the bedroom and, upon opening the door, observed his wife and another man in bed together. Visibly upset, the husband told the other man to leave. As the man was reaching for his pants, he drew a gun, fearing that the husband was about to assault him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, snapping it and killing him. The husband is guilty for which, if any, of the following crimes?","question: A husband arrived home early from work one day. He walked to the bedroom and, upon opening the door, beheld his wife and another man in bed together. Visibly upset, the husband told the other man to depart. As the man was reaching for his pants, he produced a gun, fearing that the husband was about to strike him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, fracturing it and killing him. The husband is guilty for which, if any, of the following crimes?","question: A husband got home early from work one day. He walked to the bedroom and, upon opening the door, noticed his wife and another man in bed together. Visibly upset, the husband ordered the other man to leave. As the man was reaching for his pants, he brandished a gun, fearing that the husband was about to attack him. When the husband saw the gun, he jumped on the man and angrily wrenched his neck, breaking it and killing him. The husband is guilty for which, if any, of the following crimes?","question: A husband returned home early from work one day. He walked to the bedroom and, upon opening the door, saw his wife and another man in bed together. Visibly upset, the husband demanded the other man leave. As the man was reaching for his pants, he pulled out a firearm, fearing that the husband was about to attack him. When the husband saw the gun, he jumped on the man and angrily twisted his neck, breaking it and killing him. The husband is guilty for which, if any, of the following crimes?"
3274,"Double fertilization is a unique feature of flowering plants. In this process, one sperm unites with the egg to yield a zygote. The second sperm unites with the polar nuclei to initiate the formation of the",megagametophyte,embryo,microgametophyte,perisperm,seed coat,cotyledon,endosperm,epidermis,endodermis,seed embryo,G,6,biology,ori_mmlu-college_biology,,test,"question: Double fertilization is a unique feature of flowering plants. In this process, one sperm unites with the egg to yield a zygote. The second sperm unites with the polar nuclei to initiate the formation of the","A)
question: Double fertilization is a unique feature of flowering plants. In this process, one sperm unites with the egg to yield a zygote. The second sperm unites with the polar nuclei to initiate the formation of the endosperm

B)
question: Dual fertilisation is a distinct characteristic of angiosperms. During this process, a single sperm fuses with the ovum to produce a zygote. The other sperm fuses with the polar nuclei to initiate the formation of the endosperm

C)
question: Double fertilization is an exceptional trait of flowering plants. In this process, one sperm merges with the egg cell to form a zygote. The second sperm merges with the polar nuclei to initiate the formation of the endosperm

D)
question: Double fertilization is a distinctive attribute of flowering plants. In this process, a sperm cell combines with the ovum to create a zygote. The second sperm combines with the polar nuclei to initiate the formation of the endosperm","question: Double fertilization is a unique feature of flowering plants. In this process, one sperm unites with the egg to yield a zygote. The second sperm unites with the polar nuclei to initiate the formation of the endosperm","question: Dual fertilisation is a distinct characteristic of angiosperms. During this process, a single sperm fuses with the ovum to produce a zygote. The other sperm fuses with the polar nuclei to initiate the formation of the endosperm","question: Double fertilization is an exceptional trait of flowering plants. In this process, one sperm merges with the egg cell to form a zygote. The second sperm merges with the polar nuclei to initiate the formation of the endosperm","question: Double fertilization is a distinctive attribute of flowering plants. In this process, a sperm cell combines with the ovum to create a zygote. The second sperm combines with the polar nuclei to initiate the formation of the endosperm"
4151,"A reacts with B in a one-step reaction to give C. The rate constant for the reaction is 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are placed in a 0.50 liter-box, what is the initial rate of the reaction?",0.60 × 10^-3 M/sec,0.80× 10^-3 M/sec,0.40 × 10^-3 M/sec,2.40 × 10^-3 M/sec,0.30 × 10^-3 M/sec,1.00× 10^-3 M/sec,1.20× 10^-3 M/sec,1.80 × 10^-3 M/sec,2.00 × 10^-3 M/sec,1.50× 10^-3 M/sec,G,6,chemistry,stemez-Chemistry,,test,"question: A reacts with B in a one-step reaction to give C. The rate constant for the reaction is 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are placed in a 0.50 liter-box, what is the initial rate of the reaction?","A)
question: A combines with B in a single-step reaction to yield C. The rate constant for the reaction equals 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are introduced in a 0.50 liter-box, what is the initial rate of the reaction?

B)
question: A interacts with B in a single-step process to produce C. The rate constant for the reaction has a value of 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are placed into a 0.50 liter-box, what is the initial rate of the reaction?

C)
question: A combines with B in a one-step process to form C. The rate constant for the reaction is 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are placed in a 0.50 liter-box, what is the initial rate of the reaction?

D)
question: A reacts with B in a one-step reaction to yield C. The rate constant for the reaction equals 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are introduced into a 0.50 liter-box, what is the initial rate of the reaction?","question: A combines with B in a single-step reaction to yield C. The rate constant for the reaction equals 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are introduced in a 0.50 liter-box, what is the initial rate of the reaction?","question: A interacts with B in a single-step process to produce C. The rate constant for the reaction has a value of 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are placed into a 0.50 liter-box, what is the initial rate of the reaction?","question: A combines with B in a one-step process to form C. The rate constant for the reaction is 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are placed in a 0.50 liter-box, what is the initial rate of the reaction?","question: A reacts with B in a one-step reaction to yield C. The rate constant for the reaction equals 2.0 × 10^-3 M^-1 sec^-1. If 0.50 mole of A and 0.30 mole of B are introduced into a 0.50 liter-box, what is the initial rate of the reaction?"
7344,What is social overhead capital?,Private sector investments in technology startups,Public investments in cultural and recreational facilities,Government expenditures on military and defense,Funds allocated for personal savings and retirement accounts,Investments in private health facilities,Corporate investments in research and development,Investments in private educational institutions,Grants provided to non-profit organizations for community development,Private investments for economic growth,Public investments necessary for growth and development,J,9,economics,stemez-Economics,,test,question: What is social overhead capital?,"A)
question: What is public overhead capital?

B)
question: What is communal overhead capital?

C)
question: What is social indirect capital?

D)
question: What is societal infrastructure capital?",question: What is public overhead capital?,question: What is communal overhead capital?,question: What is social indirect capital?,question: What is societal infrastructure capital?
11333,Find f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).,f_1(t) {_st} f_2(t) = (1.6 cos 3t + 1.2 sin 3t - 1.6e^-4t)u(t),f_1(t) {_st} f_2(t) = (1.2 cos 3t + 1.6 sin 3t - 1.3e^-4t)u(t),f_1(t) {_st} f_2(t) = (1.4 cos 3t + 1.2 sin 3t - 1.5e^-4t)u(t),f_1(t) {_st} f_2(t) = (1.6 cos 3t + 1.0 sin 3t - 1.6e^-4t)u(t),,,,,,,A,0,engineering,stemez-ElectricCircuits,,test,question: Find f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).,"A)
question: Determine f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).

B)
question: Compute f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).

C)
question: Evaluate f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).

D)
question: Obtain f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).",question: Determine f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).,question: Compute f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).,question: Evaluate f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).,question: Obtain f_1(t) {_\ast} f_2(t) if f_1(t) = 2e^-4tu(t) and f_2(t) = 5 cos 3t u(t).
