id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d
11646,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Көптік жалғауы жалғанбайтын қатарды табыңыз.,"Қуаныш, кезең, мәтін.","2 кг алма, тары, мол.","Жілік, соқпақ, бала.","Байланыс, төбе, сандық.",,B,test,question: Көптік жалғауы жалғанбайтын қатарды табыңыз.,"A)
question: Көпше жұрнағы қосылмайтын тізбекті анықтаңыз.

B)
question: Көптік жұрнағы қосылмайтын қатарды анықтаңыз.

C)
question: Көптік жалғауы жапсармайтын қатарды табыңыз.

D)
question: Көпше жалғауы жалғанбайтын тізбекті табыңыз.",question: Көпше жұрнағы қосылмайтын тізбекті анықтаңыз.,question: Көптік жұрнағы қосылмайтын қатарды анықтаңыз.,question: Көптік жалғауы жапсармайтын қатарды табыңыз.,question: Көпше жалғауы жалғанбайтын тізбекті табыңыз.
2229,https://ymnik.kz/tests_old/biology/?v=36,STEM,Biology,High School,Russian,Biology (High School in rus),Психический процесс воспроизведения прошлого опыта,Внимание,Память,Сон,Эмоции,Воображение,B,test,question: Психический процесс воспроизведения прошлого опыта,"A)
question: Умственный процесс воссоздания прошедшего опыта

B)
question: Душевный механизм восстановления предыдущего опыта

C)
question: Психофизиологический ход репродукции прошедшего опыта

D)
question: Ментальный процесс воссоздания предшествующего опыта",question: Умственный процесс воссоздания прошедшего опыта,question: Душевный механизм восстановления предыдущего опыта,question: Психофизиологический ход репродукции прошедшего опыта,question: Ментальный процесс воссоздания предшествующего опыта
16276,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"В поездку из города Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?",12,8,9,14,,A,test,"question: В поездку из города Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?","A)
question: На поездку из города Аркалык в город Астана на экскурсию собрались ученики «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?

B)
question: В поездку из населённого пункта Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?

C)
question: В поездку из города Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было израсходовано 24200 тенге. Сколько учащихся отправится в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?

D)
question: В поездку из города Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников даётся скидка 50%. Итого было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?","question: На поездку из города Аркалык в город Астана на экскурсию собрались ученики «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?","question: В поездку из населённого пункта Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?","question: В поездку из города Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было израсходовано 24200 тенге. Сколько учащихся отправится в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?","question: В поездку из города Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников даётся скидка 50%. Итого было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?"
17287,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Бірдей үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың астарларының заряд таңбалары бірдей болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр,\(W_2=W_1\),\(W_2=9W_1\),\(W_1=2W_2\),\(W_1=9W_2\),,A,test,question: Бірдей үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың астарларының заряд таңбалары бірдей болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр,"A)
question: Тең үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың пластиналарының заряд таңбалары бірдей болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр

B)
question: Ұқсас үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың астарларының заряд белгілері бірдей болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр

C)
question: Бірдей үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың астарларының заряд таңбалары тең болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр

D)
question: Өзара бірдей үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың пластиналарының заряд белгілері тең болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр",question: Тең үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың пластиналарының заряд таңбалары бірдей болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр,question: Ұқсас үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың астарларының заряд белгілері бірдей болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр,question: Бірдей үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың астарларының заряд таңбалары тең болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр,question: Өзара бірдей үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың пластиналарының заряд белгілері тең болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр
13290,https://itest.kz/kz/endless,Humanities,Law,High School,Kazakh,Law (High School in kaz),"«Барлық адам өледі.  Юлий Цезарь – адам. Демек, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылыған?",Анализ,Индукция,Дедукция,Синтез,,C,test,"question: «Барлық адам өледі.  Юлий Цезарь – адам. Демек, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылыған?","A)
question: «Әрбір адам өледі.  Юлий Цезарь – адам. Демек, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылған?

B)
question: «Барша адам өледі.  Юлий Цезарь – адам. Сондықтан, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылыған?

C)
question: «Барлық адамзат өледі.  Юлий Цезарь – адам. Осыдан, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылған?

D)
question: «Кез келген адам өледі.  Юлий Цезарь – адам. Сондықтан, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылыған?","question: «Әрбір адам өледі.  Юлий Цезарь – адам. Демек, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылған?","question: «Барша адам өледі.  Юлий Цезарь – адам. Сондықтан, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылыған?","question: «Барлық адамзат өледі.  Юлий Цезарь – адам. Осыдан, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылған?","question: «Кез келген адам өледі.  Юлий Цезарь – адам. Сондықтан, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылыған?"
3703,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),"Метальдегид тұрмыста «құрғақ спирт» деп аталатын отын ретінде қолданылады. Құрмаында 4% қоспасы бар 8,5 г кальций карбидінен алынған ацетилен Кучеров реакциясы арқылы альдегидке айналдырылды. Алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі әрекеттескенде бөлінетін күмістің массасы (г)","27,54","31,02","32,64","29,67",,A,test,"question: Метальдегид тұрмыста «құрғақ спирт» деп аталатын отын ретінде қолданылады. Құрмаында 4% қоспасы бар 8,5 г кальций карбидінен алынған ацетилен Кучеров реакциясы арқылы альдегидке айналдырылды. Алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі әрекеттескенде бөлінетін күмістің массасы (г)","A)
question: Метальдегид қолданыста «құрғақ алкоголь» аталған отын ретінде пайдаланылады. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған этин Кучеров реакциясы арқылы альдегидке түрлендірілді. Өндірілген альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі реакцияға түскенде шыққан күмістің салмағы (г)

B)
question: Метальдегид үйде «құрғақ алкоголь» аталып жүретін отын ретінде қызмет етеді. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған этин Кучеров реакциясы арқылы альдегидке айналдырылды. Алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі әрекеттескенде бөлінетін күмістің массасы (г)

C)
question: Метальдегид үй жағдайында «құрғақ алкоголь» деп аталатын отын ретінде пайдаланылады. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған ацетилен Кучеров реакциясы арқылы альдегидке түрлендірілді. Алып алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі реакцияға түскенде шығарылатын күмістің массасы (г)

D)
question: Метальдегид атты «құрғақ алкоголь» деп аталатын отын ретінде қолданады. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған этин Кучеров әдісімен альдегидке айналдырылды. Алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі әрекеттескенде бөлінетін күмістің салмағы (г)","question: Метальдегид қолданыста «құрғақ алкоголь» аталған отын ретінде пайдаланылады. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған этин Кучеров реакциясы арқылы альдегидке түрлендірілді. Өндірілген альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі реакцияға түскенде шыққан күмістің салмағы (г)","question: Метальдегид үйде «құрғақ алкоголь» аталып жүретін отын ретінде қызмет етеді. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған этин Кучеров реакциясы арқылы альдегидке айналдырылды. Алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі әрекеттескенде бөлінетін күмістің массасы (г)","question: Метальдегид үй жағдайында «құрғақ алкоголь» деп аталатын отын ретінде пайдаланылады. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған ацетилен Кучеров реакциясы арқылы альдегидке түрлендірілді. Алып алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі реакцияға түскенде шығарылатын күмістің массасы (г)","question: Метальдегид атты «құрғақ алкоголь» деп аталатын отын ретінде қолданады. Құрамында 4% қоспасы бар 8,5 г кальций карбидінен алынған этин Кучеров әдісімен альдегидке айналдырылды. Алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі әрекеттескенде бөлінетін күмістің салмағы (г)"
19786,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),"«Плохо, когда двор без ушей, а дом без глаз». В данных словах Февронии («Повесть о Петре и Февронии Муромских») использован такой художественный приём, как",перифраз,гипербола,аллегория,антитеза,,C,test,"question: «Плохо, когда двор без ушей, а дом без глаз». В данных словах Февронии («Повесть о Петре и Февронии Муромских») использован такой художественный приём, как","A)
question: «Печально, когда двор без ушей, а дом без глаз». В данных словах Февронии («Повесть о Петре и Февронии Муромских») использован такой художественный приём, как

B)
question: «Скверно, когда двор без ушей, а дом без глаз». В этих словах Февронии («Повесть о Петре и Февронии Муромских») применён подобный художественный приём, как

C)
question: «Жалко, когда двор без ушей, а жилище без глаз». В данных словах Февронии («Повесть о Петре и Февронии Муромских») употреблён такой художественный приём, как

D)
question: «Грустно, когда двор без органов слуха, а дом без зрительных органов». В данных словах Февронии («Повесть о Петре и Февронии Муромских») применён такой литературный приём, как","question: «Печально, когда двор без ушей, а дом без глаз». В данных словах Февронии («Повесть о Петре и Февронии Муромских») использован такой художественный приём, как","question: «Скверно, когда двор без ушей, а дом без глаз». В этих словах Февронии («Повесть о Петре и Февронии Муромских») применён подобный художественный приём, как","question: «Жалко, когда двор без ушей, а жилище без глаз». В данных словах Февронии («Повесть о Петре и Февронии Муромских») употреблён такой художественный приём, как","question: «Грустно, когда двор без органов слуха, а дом без зрительных органов». В данных словах Февронии («Повесть о Петре и Февронии Муромских») применён такой литературный приём, как"
8770,https://ymnik.kz/tests_old/history_kz/?v=13,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),"Қазақстан жоғары оқу орындарының студенттеріне 1995ж. бастап АҚШ-тың, Батыс Европаның оқу орындарында білім алуға мүмкіндік берген бағдарлама:",“Атамекен”.,“Ақ бота”.,“Болашақ”.,“Әділет”.,“Бөбек”.,C,test,"question: Қазақстан жоғары оқу орындарының студенттеріне 1995ж. бастап АҚШ-тың, Батыс Европаның оқу орындарында білім алуға мүмкіндік берген бағдарлама:","A)
question: ҚР жоғары білім мекемелерінің студенттеріне 1995 жылдан бастап Америка Құрама Штаттарының, Батыс Еуропаның оқу орындарында білім алу мүмкіндігін берген бағдарлама:

B)
question: Қазақстан жоғары білім мекемелерінің студенттеріне 1995ж. бастап АҚШ-тың, Батыс Еуропа елдерінің оқу орындарында білім алуға мүмкіндік берген бағдарлама:

C)
question: Қазақстан жоғары оқу орындарының студенттеріне 1995 жылдан бастап Америка Құрама Штаттарының, Батыс Еуропа елдерінің оқу орындарында білім алу мүмкіндігін туғызған бағдарлама:

D)
question: ҚР жоғары оқу орындарының студенттеріне 1995ж. бастап АҚШ-тың, Батыс Европаның оқу орындарында білім алуға рұқсат еткен бағдарлама:","question: ҚР жоғары білім мекемелерінің студенттеріне 1995 жылдан бастап Америка Құрама Штаттарының, Батыс Еуропаның оқу орындарында білім алу мүмкіндігін берген бағдарлама:","question: Қазақстан жоғары білім мекемелерінің студенттеріне 1995ж. бастап АҚШ-тың, Батыс Еуропа елдерінің оқу орындарында білім алуға мүмкіндік берген бағдарлама:","question: Қазақстан жоғары оқу орындарының студенттеріне 1995 жылдан бастап Америка Құрама Штаттарының, Батыс Еуропа елдерінің оқу орындарында білім алу мүмкіндігін туғызған бағдарлама:","question: ҚР жоғары оқу орындарының студенттеріне 1995ж. бастап АҚШ-тың, Батыс Европаның оқу орындарында білім алуға рұқсат еткен бағдарлама:"
11196,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Шартты бағыныңқы сабақтасты көрсетіңіз.,Бүгін жаңа ай туды.,"Ойымдағыны айтпақшы едім, ол кетіп қалды.","Кітабын оқып болғандықтан, досына бере салды.","Қазір сабағыңды жақсы оқысаң, ертең «5» аласың.",,D,test,question: Шартты бағыныңқы сабақтасты көрсетіңіз.,"A)
question: Шарттық тәуелді сабақтасты көрсетіңіз.

B)
question: Шартты тәуелді сабақтасты анықтаңыз.

C)
question: Шарттық бағынышты сабақтасты көрсетіңіз.

D)
question: Шарттық бағынышты сабақтасты анықтаңыз.",question: Шарттық тәуелді сабақтасты көрсетіңіз.,question: Шартты тәуелді сабақтасты анықтаңыз.,question: Шарттық бағынышты сабақтасты көрсетіңіз.,question: Шарттық бағынышты сабақтасты анықтаңыз.
15180,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),Решите уравнение: \(7x-(3+2x)=x+9\),2,1,4,3,,D,test,question: Решите уравнение: \(7x-(3+2x)=x+9\),"A)
question: Найдите корень уравнения: \(7x-(3+2x)=x+9\)

B)
question: Найдите решение уравнения: \(7x-(3+2x)=x+9\)

C)
question: Решите это уравнение: \(7x-(3+2x)=x+9\)

D)
question: Определите корень уравнения: \(7x-(3+2x)=x+9\)",question: Найдите корень уравнения: \(7x-(3+2x)=x+9\),question: Найдите решение уравнения: \(7x-(3+2x)=x+9\),question: Решите это уравнение: \(7x-(3+2x)=x+9\),question: Определите корень уравнения: \(7x-(3+2x)=x+9\)
7420,https://ymnik.kz/tests_old/geography/?v=71,Social Science,Geography,High School,Russian,Geography (High School in rus),Heт постоянного населения на материке,Северная Америка.,Южная Америка.,Африка.,стралия.,Антарктида.,E,test,question: Heт постоянного населения на материке,"A)
question: Нет постоянного жилого населения на материке

B)
question: Нет постоянных жителей на материке

C)
question: Нет постоянного населения на континенте

D)
question: Нет постоянных обитателей на материке",question: Нет постоянного жилого населения на материке,question: Нет постоянных жителей на материке,question: Нет постоянного населения на континенте,question: Нет постоянных обитателей на материке
676,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Үшкірқұрттың аузы орналасады?,Қарнында,Арқасында,Соңғы бөлігінде,Алдыңғы ұшында,,D,test,question: Үшкірқұрттың аузы орналасады?,"A)
question: Үшкір құрттың аузы орналасады?

B)
question: Trichuris-тің аузы орналасады?

C)
question: Үшкірқұрттың ауыз қуысы орналасады?

D)
question: Trichuris-тің ауыз қуысы орналасады?",question: Үшкір құрттың аузы орналасады?,question: Trichuris-тің аузы орналасады?,question: Үшкірқұрттың ауыз қуысы орналасады?,question: Trichuris-тің ауыз қуысы орналасады?
14564,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Өрнекті ықшамдаңыз.
 \((1 + c)(1 – c + c^2)\)",\(1 – c^3\),\((1 + c)(1 – c^2)\),\(1 + c^3\),\(1 + 2c^3\),,C,test,"question: Өрнекті ықшамдаңыз.
 \((1 + c)(1 – c + c^2)\)","A)
question: Өрнекті жеңілдетіңіз.
 \((1 + c)(1 – c + c^2)\)

B)
question: Өрнекті қысқартқан жөн.
 \((1 + c)(1 – c + c^2)\)

C)
question: Өрнекті қысқаша жазыңыз.
 \((1 + c)(1 – c + c^2)\)

D)
question: Өрнекті оңайлатыңыз.
 \((1 + c)(1 – c + c^2)\)","question: Өрнекті жеңілдетіңіз.
 \((1 + c)(1 – c + c^2)\)","question: Өрнекті қысқартқан жөн.
 \((1 +","question: Өрнекті қысқаша жазыңыз.
 \((1 + c)(1 – c + c^2)\)","question: Өрнекті оңайлатыңыз.
 \((1 + c)(1 – c + c^2)\)"
8473,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"Юридически обеспеченная возможность определять юридическую судьбу имущества — это:
","право пользования
","право залога
","право ответственности
","право владения
","право распоряжения
",E,test,"question: Юридически обеспеченная возможность определять юридическую судьбу имущества — это:
","A)
question: Юридически гарантированная способность устанавливать правовую участь собственности — это:

B)
question: Юридически обеспеченная возможность устанавливать правовую судьбу собственности — это:

C)
question: Юридическим образом гарантированная возможность определять юридическую участь имущества — это:

D)
question: Правово гарантированная способность определять правовую судьбу имущества — это:",question: Юридически гарантированная способность устанавливать правовую участь собственности — это:,question: Юридически обеспеченная возможность устанавливать правовую судьбу собственности — это:,question: Юридическим образом гарантированная возможность определять юридическую участь имущества — это:,question: Правово гарантированная способность определять правовую судьбу имущества — это:
14808,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Көбейтуді орындаңыз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)",\(\frac{y}{x}\),\(\frac{x}{y}\),\(\frac{1}{y}\),\(x\),,B,test,"question: Көбейтуді орындаңыз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)","A)
question: Көбейту амалын орындаңыз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)

B)
question: Көбейтуді есептеңіз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)

C)
question: Көбейтін табыңыз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)

D)
question: Көбейтуді шешіңіз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)","question: Көбейту амалын орындаңыз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)","question: Көбейтуді есептеңіз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)","question: Көбейтін табыңыз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)","question: Көбейтуді шешіңіз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)"
20051,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),Рассказ Л.Н. Андреева «Баргамот и Гараська» является,историческим,фантастическим,пасхальным,святочным,,C,test,question: Рассказ Л.Н. Андреева «Баргамот и Гараська» является,"A)
question: Новелла Л.Н. Андреева «Баргамот и Гараська» является

B)
question: Повесть Л.Н. Андреева «Баргамот и Гараська» является

C)
question: Рассказ Л.Н. Андреева «Баргамот и Гараська» представляет собой

D)
question: Повесть Л.Н. Андреева «Баргамот и Гараська» считается",question: Новелла Л.Н. Андреева «Баргамот и Гараська» является,question: Повесть Л.Н. Андреева «Баргамот и Гараська» является,question: Рассказ Л.Н. Андреева «Баргамот и Гараська» представляет собой,question: Повесть Л.Н. Андреева «Баргамот и Гараська» считается
20010,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),А.А. Бестужев-Марлинский – автор повести,«Ревельский турнир»,«Бедная Лиза»,«Эротида»,«Барышня-крестьянка»,,A,test,question: А.А. Бестужев-Марлинский – автор повести,"A)
question: А.А. Бестужев-Марлинский – писатель повести

B)
question: А.А. Бестужев-Марлинский – сочинитель повести

C)
question: А.А. Бестужев-Марлинский – создатель повести

D)
question: А.А. Бестужев-Марлинский – творец повести",question: А.А. Бестужев-Марлинский – писатель повести,question: А.А. Бестужев-Марлинский – сочинитель повести,question: А.А. Бестужев-Марлинский – создатель повести,question: А.А. Бестужев-Марлинский – творец повести
1441,https://ymnik.kz/tests_old/biology/?v=42,STEM,Biology,High School,Russian,Biology (High School in rus),К факторам живой природы относится:,Температура,Минеральные вещества,Образование перегноя,Влажность почвы,Свет,C,test,question: К факторам живой природы относится:,"A)
question: К элементам биологической среды относится:

B)
question: К компонентам живой природы относится:

C)
question: К аспектам органической природы относится:

D)
question: К параметрам биологической природы относится:",question: К элементам биологической среды относится:,question: К компонентам живой природы относится:,question: К аспектам органической природы относится:,question: К параметрам биологической природы относится:
1444,https://ymnik.kz/tests_old/biology/?v=31,STEM,Biology,High School,Russian,Biology (High School in rus),"Слонов относят к группе копытных животных, так как",Передняя часть пальцев оканчивается копытцем,Кожа покрыта волосяным покровом,Травоядные животные,Детеныши рождаются зрячими,От хищников спасаются бегством,A,test,"question: Слонов относят к группе копытных животных, так как","A)
question: Слонов причисляют к категории копытных зверей, потому что

B)
question: Слонов классифицируют в разряд копытных животных, потому что

C)
question: Слонов приписывают к группе копытных зверей, потому что

D)
question: Слонов заносят в группу копытных животных, потому что","question: Слонов причисляют к категории копытных зверей, потому что","question: Слонов классифицируют в разряд копытных животных, потому что","question: Слонов приписывают к группе копытных зверей, потому что","question: Слонов заносят в группу копытных животных, потому что"
21187,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),"«Илиада», «Одиссея» поэмалары хатқа түскен мерзім:",Б.з.б. IV ғ.,Б.з.б. V ғ.,Б.з.б. VI ғ.,Б.з.б. VIII ғ.,,C,test,"question: «Илиада», «Одиссея» поэмалары хатқа түскен мерзім:","A)
question: «Илиада», «Одиссея» эпостары жазылған уақыты:

B)
question: «Илиада», «Одиссея» эпостары хатқа түскен уақыты:

C)
question: «Илиада», «Одиссея» поэмалары жазбаға түскен уақыты:

D)
question: «Илиада», «Одиссея» поэмалары жазылған кезеңі:","question: «Илиада», «Одиссея» эпостары жазылған уақыты:","question: «Илиада», «Одиссея» эпостары хатқа түскен уақыты:","question: «Илиада», «Одиссея» поэмалары жазбаға түскен уақыты:","question: «Илиада», «Одиссея» поэмалары жазылған кезеңі:"
6348,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Литосфералық тақталар жылына орта есеппен қанша см-ге ығысатынын анықтаңыз.,2-5 см,9-10 см,11-12 см,10-15 см,,A,test,question: Литосфералық тақталар жылына орта есеппен қанша см-ге ығысатынын анықтаңыз.,"A)
question: Литосфералық пластиналар жылына орта есеппен қанша см-ге ығысатынын анықтаңыз.

B)
question: Литосфералық тақталар жылына орташа есеппен қанша см-ге ығысатынын анықтаңыз.

C)
question: Литосфералық тақталар жылына орта есеппен қанша см-ге жылжитынын анықтаңыз.

D)
question: Литосфералық тақталар жылына орта есеппен қанша см-ге ығысатынын белгілеңіз.",question: Литосфералық пластиналар жылына орта есеппен қанша см-ге ығысатынын анықтаңыз.,question: Литосфералық тақталар жылына орташа есеппен қанша см-ге ығысатынын анықтаңыз.,question: Литосфералық тақталар жылына орта есеппен қанша см-ге жылжитынын анықтаңыз.,question: Литосфералық тақталар жылына орта есеппен қанша см-ге ығысатынын белгілеңіз.
