id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_a,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
19817,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),В рассказе И.С. Тургенева «Бежин луг» больше других мальчиков рассказывают истории,Илюша и Костя,Федя и Илюша,Илюша и Ваня,Костя и Павлуша,,A,test,В рассказе И.С. Тургенева «Бежин луг» больше других мальчиков рассказывают истории,"A)
В новелле И.С. Тургенева «Бежин луг» чаще остальных ребят повествуют предания

B)
В произведении И.С. Тургенева «Бежин луг» активнее прочих детей излагают сюжеты

C)
В повествовании И.С. Тургенева «Бежин луг» сильнее других подростков передают были

D)
В тексте И.С. Тургенева «Бежин луг» преимущественнее остальных отроков сообщают легенды",В новелле И.С. Тургенева «Бежин луг» чаще остальных ребят повествуют предания,В произведении И.С. Тургенева «Бежин луг» активнее прочих детей излагают сюжеты,В повествовании И.С. Тургенева «Бежин луг» сильнее других подростков передают были,В тексте И.С. Тургенева «Бежин луг» преимущественнее остальных отроков сообщают легенды,A,E,A,A,A
14081,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Теңдеуді шешіңіз.
 \(\frac{4a+2}{1+2a}=a-6\)",\(-\frac{1}{2};8\),\(8 \),\(-\frac{1}{2}\),\(-8;\frac{1}{2}\),,B,test,"Теңдеуді шешіңіз.
 \(\frac{4a+2}{1+2a}=a-6\)","A)
Теңдемені шешіңіз.
 \(\frac{4a+2}{1+2a}=a-6\)

B)
Теңдеуді табыңыз.
 \(\frac{4a+2}{1+2a}=a-6\)

C)
Теңдемені есептеңіз.
 \(\frac{4a+2}{1+2a}=a-6\)

D)
Теңдеуді шығарыңыз.
 \(\frac{4a+2}{1+2a}=a-6\)","Теңдемені шешіңіз.
 \(\frac{4a+2}{1+2a}=a-6\)","Теңдеуді табыңыз.
 \(\frac{4a+2}{1+2a}=a-6\)","Теңдемені есептеңіз.
 \(\frac{4a+2}{1+2a}=a-6\)","Теңдеуді шығарыңыз.
 \(\frac{4a+2}{1+2a}=a-6\)",E,E,C,C,E
18007,https://itest.kz/ru/endless,STEM,Physics,High School,Russian,Physics (High School in rus),Что создает магнитное поле?,Движущиеся электрические заряды,Магнитные заряды,Статические электрические заряды,Заряженные проволочные катушки,,A,test,Что создает магнитное поле?,"A)
Что формирует магнитное поле?

B)
Что порождает магнитную область?

C)
Что индуцирует магнитную сферу?

D)
Что генерирует магнитное пространство?",Что формирует магнитное поле?,Что порождает магнитную область?,Что индуцирует магнитную сферу?,Что генерирует магнитное пространство?,E,E,E,E,D
1154,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),В.И. Вернадскийдің 1926 жылы жарық көрген еңбегі қалай аталады?,Экзосфера,Литосфера,Биосфера,Гидросфера,,C,test,В.И. Вернадскийдің 1926 жылы жарық көрген еңбегі қалай аталады?,"A)
В.И. Вернадскийдің 1926 жылы басылып шыққан туындысы қалай аталады?

B)
В.И. Вернадскийдің 1926 жылы жарияланған шығармасы қалай аталады?

C)
В.И. Вернадскийдің 1926 жылы жарыққа шыққан кітабы қалай аталады?

D)
В.И. Вернадскийдің 1926 жылы баспадан шыққан еңбегі қалай аталады?",В.И. Вернадскийдің 1926 жылы басылып шыққан туындысы қалай аталады?,В.И. Вернадскийдің 1926 жылы жарияланған шығармасы қалай аталады?,В.И. Вернадскийдің 1926 жылы жарыққа шыққан кітабы қалай аталады?,В.И. Вернадскийдің 1926 жылы баспадан шыққан еңбегі қалай аталады?,E,E,E,E,A
930,https://ymnik.kz/tests_old/biology_kz/?v=11,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Адам тыныс алуына қажетті газ:,азот (II) оксиді,азот,оттегі,көмірқышқыл газы,азот (IV) оксиді,C,test,Адам тыныс алуына қажетті газ:,"A)
Пенде дем шығаруына тиісті ауа:

B)
Тұлға тыныстауына маңызды элемент:

C)
Кісі дем алуына лазым зат:

D)
Индивид тыныс алуына керекті қоспа:",Пенде дем шығаруына тиісті ауа:,Тұлға тыныстауына маңызды элемент:,Кісі дем алуына лазым зат:,Индивид тыныс алуына керекті қоспа:,E,A,E,E,A
18927,https://itest.kz/ru/endless,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Подлежащее выражено местоимением в предложении,Ветер не мог тут свирепствовать.,Матушка в слезах наказывала мне беречь своё здоровье.,Другие мощно упирали вглубь мощны весла.,Ни одно из насекомых не прожужжит в траве…,,C,test,Подлежащее выражено местоимением в предложении,"A)
Субъект представлен местоимением в высказывании

B)
Главный член обозначен местоимением в фразе

C)
Основа передана местоимением в тексте

D)
Субъект выражается местоимением в формулировке",Субъект представлен местоимением в высказывании,Главный член обозначен местоимением в фразе,Основа передана местоимением в тексте,Субъект выражается местоимением в формулировке,E,E,E,E,E
17905,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Радий  \(_{\ 88}^{226}Ra\)  ядросының \(\alpha\)-ыдырауы теңдеуі,\(_{\ 88}^{226}Ra\rightarrow_{\ 75}^{216}Au+_2^4He\),\(_{\ 88}^{226}Ra\rightarrow _{\ 83}^{209}Bi+_2^4He\),\(_{88}^{226}Ra\rightarrow _{\ 79}^{197}Au+_2^{16}He\),\(_{\ 88}^{226}Ra\rightarrow _{\ 86}^{222}Rn+_2^4He\),,D,test,Радий  \(_{\ 88}^{226}Ra\)  ядросының \(\alpha\)-ыдырауы теңдеуі,"A)
Радий  \(_{\ 88}^{226}Ra\)  нуклонының \(\alpha\)-ыдырау формуласы

B)
Радий  \(_{\ 88}^{226}Ra\)  өзегінің \(\alpha\)-ыдырау өрнегі

C)
Радий  \(_{\ 88}^{226}Ra\)  центрінің \(\alpha\)-ыдырау жазбасы

D)
Радий  \(_{\ 88}^{226}Ra\)  ядросының \(\alpha\)-түрлену теңдігі",Радий  \(_{\ 88}^{226}Ra\)  нуклонының \(\alpha\)-ыдырау формуласы,Радий  \(_{\ 88}^{226}Ra\)  өзегінің \(\alpha\)-ыдырау өрнегі,Радий  \(_{\ 88}^{226}Ra\)  центрінің \(\alpha\)-ыдырау жазбасы,Радий  \(_{\ 88}^{226}Ra\)  ядросының \(\alpha\)-түрлену теңдігі,A,A,E,A,E
18994,https://ymnik.kz/tests_old/russian/?v=10,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Найдите сложносочиненное предложение:,"В большой юрте сидели волостной Жумакан, сын влиятельного старейшины Сыбана, керей, волостной Тойсары, тобыктинец Молдабай и Такежан.","Молчаливо наблюдая друг за другом, каждый пытался угадать о предстоящем расположении к ним начальства.","Ты теперь человек должностной и принимаешь ходатаев, приезжее начальство, жалобщиков и друзей.","Оспан не был волостным, но как хозяин Большого дома Кунанбая он тоже выставил на съезд пять больших юрт.","Вы знаете, сколько народу сюда понаехало, все втихую друг друга подсиживают.",D,test,Найдите сложносочиненное предложение:,"A)
Обнаружьте сложносочиненное предложение:

B)
Укажите сложносочиненное предложение:

C)
Выделите сложносочиненное предложение:

D)
Определите сложносочиненное предложение:",Обнаружьте сложносочиненное предложение:,Укажите сложносочиненное предложение:,Выделите сложносочиненное предложение:,Определите сложносочиненное предложение:,A,A,E,E,E
21924,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Жұмысшы табының саяси үстемдігі орнайды деген тұжырымның авторлары:,К.Маркс пен Ф.Энгельс,В.И.Ленин мен К.Каутский,Э.Бернштейн мен Г.Плеханов,В.Либкнехт пен А.Бебель,,A,test,Жұмысшы табының саяси үстемдігі орнайды деген тұжырымның авторлары:,"A)
Еңбекшілер тобының мемлекеттік билігі орнығады деген пайымдаудың жасаушылары:

B)
Пролетариат табының басқару құқығы орнатылады деген тұжырымдаманың иелері:

C)
Жұмысшылар қауымының саяси билігі орнайды деген тұжырымның негізін салушылар:

D)
Еңбекші қауымның саяси үстемдігі орнатылады деген қағиданың авторлары:",Еңбекшілер тобының мемлекеттік билігі орнығады деген пайымдаудың жасаушылары:,Пролетариат табының басқару құқығы орнатылады деген тұжырымдаманың иелері:,Жұмысшылар қауымының саяси билігі орнайды деген тұжырымның негізін салушылар:,Еңбекші қауымның саяси үстемдігі орнатылады деген қағиданың авторлары:,E,E,E,E,E
9355,https://ymnik.kz/tests_old/history_kz/?v=62,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),"Желтоқсан оқиғаларына қатысқаны үшін ұсталып, жаза тартқан адамдардың саны",8500-ге жуық,1500-ге жуық,2500-ге жуық,3500-ге жуық,4500-ге жуық,A,test,"Желтоқсан оқиғаларына қатысқаны үшін ұсталып, жаза тартқан адамдардың саны","A)
Желтоқсан көтерілісіне қатысқаны үшін қамалып, жазаланған тұлғалардың мөлшері

B)
Желтоқсан толқуларына қатысқаны үшін тұтқындалып, жауапқа тартылған кісілердің жиынтығы

C)
Желтоқсан дүрбелеңіне қатысқаны үшін ұсталып, үкім кесілген жандардың есебі

D)
Желтоқсан шерулеріне қатысқаны үшін қолға түсіп, жазаға тартылған азаматтардың саны","Желтоқсан көтерілісіне қатысқаны үшін қамалып, жазаланған тұлғалардың мөлшері","Желтоқсан толқуларына қатысқаны үшін тұтқындалып, жауапқа тартылған кісілердің жиынтығы","Желтоқсан дүрбелеңіне қатысқаны үшін ұсталып, үкім кесілген жандардың есебі","Желтоқсан шерулеріне қатысқаны үшін қолға түсіп, жазаға тартылған азаматтардың саны",E,E,E,E,E
2399,https://oltest.kz/tests/biologiya/,STEM,Biology,University,Russian,Biology (Professional & University in rus),"Назовите биологический этап в подготовке педагогов к реализации экологического образования:
",изучение классической экологии и различные формы экспедиционной и экскурсионной работы,включение социально-экологических знаний в образовательный процесс при изучении предметов гуманитарного цикла,"
проведение экологических практикумов на основе физико-химических и биологических методов","изучение естественных и изменённых ландшафтов, геосистем и экологии своего края","объединение всех подходов, включая их в разработку программ и материалов по самостоятельному изучению курса экологии, экологических практикумов и социально-экологических практик
",A,test,"Назовите биологический этап в подготовке педагогов к реализации экологического образования:
","A)
Укажите биологическую стадию в обучении учителей к осуществлению природоохранного просвещения:

B)
Определите биологическую фазу в тренинге наставников к выполнению средового преподавания:

C)
Перечислите биологический период в инструктировании лекторов к внедрению биосферного информирования:

D)
Обозначьте биологический цикл в квалификации воспитателей к проведению натуралистического обучения:",Укажите биологическую стадию в обучении учителей к осуществлению природоохранного просвещения:,Определите биологическую фазу в тренинге наставников к выполнению средового преподавания:,Перечислите биологический период в инструктировании лекторов к внедрению биосферного информирования:,Обозначьте биологический цикл в квалификации воспитателей к проведению натуралистического обучения:,E,E,E,E,E
5376,https://oltest.kz/tests/vospitanie_i_obuchenie/,Humanities,Education and training ,University,Russian,Education and Training (Professional & University in rus),"Какие из методов обучения относятся к группе методов, с помощью которых организуется упорядоченная учебная деятельность учащихся по решению дидактических целей и задач:
","Словесные, наглядные, практические
","Бинарные методы
","Методы формирования умений и навыков, и применения знаний на практике
","Активные и пассивные
",Комбинированные,C,test,"Какие из методов обучения относятся к группе методов, с помощью которых организуется упорядоченная учебная деятельность учащихся по решению дидактических целей и задач:
","A)
Какое из образовательных средств принадлежит к совокупности приемов, посредством которых выстраивается систематизированная познавательная работа школьников по выполнению педагогических ориентиров и планов:

B)
Которые из подходов преподавания причисляются к категории способов, благодаря которым налаживается координированная академическая практика обучающихся по реализации образовательных миссий и установок:

C)
Какие из техник инструктирования входят в состав инструментов, при помощи которых формируется регламентированная учебная активность воспитанников по достижению методических намерений и предназначений:

D)
Какой из форматов наставничества относится к перечню механизмов, на основе которых обеспечивается структурированная учебная деятельность студентов по осуществлению теоретических стремлений и программ:","Какое из образовательных средств принадлежит к совокупности приемов, посредством которых выстраивается систематизированная познавательная работа школьников по выполнению педагогических ориентиров и планов:","Которые из подходов преподавания причисляются к категории способов, благодаря которым налаживается координированная академическая практика обучающихся по реализации образовательных миссий и установок:","Какие из техник инструктирования входят в состав инструментов, при помощи которых формируется регламентированная учебная активность воспитанников по достижению методических намерений и предназначений:","Какой из форматов наставничества относится к перечню механизмов, на основе которых обеспечивается структурированная учебная деятельность студентов по осуществлению теоретических стремлений и программ:",E,E,E,E,E
1693,https://ymnik.kz/tests_old/biology/?v=19,STEM,Biology,High School,Russian,Biology (High School in rus),Прокариоты,Грибы,Животные,Плесень,Бактерии,Растения,D,test,Прокариоты,"A)
Доядерные организмы

B)
Безъядерные клетки

C)
Доядерные одноклеточные

D)
Примитивные микроорганизмы",Доядерные организмы,Безъядерные клетки,Доядерные одноклеточные,Примитивные микроорганизмы,E,E,E,E,E
20278,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),"На заре ты её не буди,
На заре она сладко так спит…
 
Эти поэтические строки А.А. Фета написаны",анапестом,амфибрахием,дактилем,хореем,,A,test,"На заре ты её не буди,
На заре она сладко так спит…
 
Эти поэтические строки А.А. Фета написаны","A)
На рассвете ты её не тревожь,
На рассвете она крепко так спит…
 
Данные лирические фразы А.А. Фета созданы

B)
На восходе ты её не буди,
На восходе она нежно так спит…
 
Сии стихотворные ряды А.А. Фета сочинены

C)
На зорьке ты её не мани,
На зорьке она мирно так спит…
 
Указанные ритмические строчки А.А. Фета изложены

D)
В начале дня ты её не кличь,
В начале дня она сладостно так спит…
 
Эти изящные строфы А.А. Фета исполнены","На рассвете ты её не тревожь,
На рассвете она крепко так спит…
 
Данные лирические фразы А.А. Фета созданы","На восходе ты её не буди,
На восходе она нежно так спит…
 
Сии стихотворные ряды А.А. Фета сочинены","На зорьке ты её не мани,
На зорьке она мирно так спит…
 
Указанные ритмические строчки А.А. Фета изложены","В начале дня ты её не кличь,
В начале дня она сладостно так спит…
 
Эти изящные строфы А.А. Фета исполнены",E,E,E,E,E
1744,https://ymnik.kz/tests_old/biology/?v=53,STEM,Biology,High School,Russian,Biology (High School in rus),"У ящерицы более подвижная голова, по сравнению с лягушкой, так как:",Есть грудная клетка,Имеется пояс передних конечностей,Имеется восемь шейных позвонков,Нет грудной клетки,Лучше развита мускулатура,C,test,"У ящерицы более подвижная голова, по сравнению с лягушкой, так как:","A)
У рептилии более маневренная черепная часть, в сопоставлении с амфибией, потому что:

B)
У чешуйчатой более динамичная верхняя часть, относительно земноводного, ввиду того что:

C)
У пресмыкающегося выше мобильность затылочной зоны, нежели у квакушки, по причине:

D)
У ящера сильнее вращается шейный отдел, в разрыве с бесхвостым, вследствие того:","У рептилии более маневренная черепная часть, в сопоставлении с амфибией, потому что:","У чешуйчатой более динамичная верхняя часть, относительно земноводного, ввиду того что:","У пресмыкающегося выше мобильность затылочной зоны, нежели у квакушки, по причине:","У ящера сильнее вращается шейный отдел, в разрыве с бесхвостым, вследствие того:",E,E,E,E,E
3391,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),"II валентті металл сульфатының сулы ерітіндісін электролиздегенде катодтан 12,8 г металл анодта 2,24 л (қ. ж.) газ бөлінді. Катодта бөлінген металл",Hg,Zn,Ba,Cu,,D,test,"II валентті металл сульфатының сулы ерітіндісін электролиздегенде катодтан 12,8 г металл анодта 2,24 л (қ. ж.) газ бөлінді. Катодта бөлінген металл","A)
II валентті металл сульфатының сулы ерітіндісін электролиздегенде катодта 12,8 г металл, анодта 2,24 л (қ. ж.) газ түзілді. Катодта жиналған металл

B)
Екі валентті металл сульфатының сулы ерітіндісін электролиздеу кезінде катодтан 12,8 г металл, анодта 2,24 л (қ. ж.) газ шықты. Катодта бөлінген металл

C)
II валентті металл сульфатының сулы ерітіндісін электролиздеу барысында катодта 12,8 г металл, анодта 2,24 л (қ. ж.) газ бөлінген. Катодта түзілген металл

D)
Екі валентті металл сульфатының сулы ерітіндісін электролиздеген уақытта катодтан 12,8 г металл, анодта 2,24 л (қ. ж.) газ бөлінді. Катодта бөлініп шыққан металл","II валентті металл сульфатының сулы ерітіндісін электролиздегенде катодта 12,8 г металл, анодта 2,24 л (қ. ж.) газ түзілді. Катодта жиналған металл","Екі валентті металл сульфатының сулы ерітіндісін электролиздеу кезінде катодтан 12,8 г металл, анодта 2,24 л (қ. ж.) газ шықты. Катодта бөлінген металл","II валентті металл сульфатының сулы ерітіндісін электролиздеу барысында катодта 12,8 г металл, анодта 2,24 л (қ. ж.) газ бөлінген. Катодта түзілген металл","Екі валентті металл сульфатының сулы ерітіндісін электролиздеген уақытта катодтан 12,8 г металл, анодта 2,24 л (қ. ж.) газ бөлінді. Катодта бөлініп шыққан металл",E,E,E,E,E
3723,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),"Химические элементы, составляющие углеводы:","C, H, S","C, H, O","C, H, N","C, N, O",,B,test,"Химические элементы, составляющие углеводы:","A)
Химические компоненты, образующие сахариды:

B)
Вещества периодической таблицы, формирующие углеводы:

C)
Атомарные частицы, входящие в состав сахаров:

D)
Простые субстанции, из которых состоят глициды:","Химические компоненты, образующие сахариды:","Вещества периодической таблицы, формирующие углеводы:","Атомарные частицы, входящие в состав сахаров:","Простые субстанции, из которых состоят глициды:",E,E,E,E,E
17731,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),ПӘК-і 40% жылу қозғалтқышы қыздырғыштан 5 кДж жылу алған. Қозғалтқыштың жасаған жұмысы,1 кДж,5 кДж,2 кДж,3 кДж,,C,test,ПӘК-і 40% жылу қозғалтқышы қыздырғыштан 5 кДж жылу алған. Қозғалтқыштың жасаған жұмысы,"A)
ПӘК-і 40% жылу машинасы қыздырғыштан 5 кДж энергия алған. Қозғалтқыштың атқарған жұмысы

B)
ПӘК-і 40% жылу қозғалтқышы жылу бергіштен 5 кДж жылу алды. Қозғалтқыштың орындаған жұмысы

C)
ПӘК-і 40% жылу агрегаты қыздырғыштан 5 кДж жылу мөлшерін алған. Машинаның жасаған жұмысы

D)
ПӘК-і 40% жылу қозғалтқышы қыздырғыштан 5 кДж жылу қабылдаған. Қозғалтқыштың істеген жұмысы",ПӘК-і 40% жылу машинасы қыздырғыштан 5 кДж энергия алған. Қозғалтқыштың атқарған жұмысы,ПӘК-і 40% жылу қозғалтқышы жылу бергіштен 5 кДж жылу алды. Қозғалтқыштың орындаған жұмысы,ПӘК-і 40% жылу агрегаты қыздырғыштан 5 кДж жылу мөлшерін алған. Машинаның жасаған жұмысы,ПӘК-і 40% жылу қозғалтқышы қыздырғыштан 5 кДж жылу қабылдаған. Қозғалтқыштың істеген жұмысы,E,E,E,E,E
13839,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"Лицо, постоянно, временно или по специальному полномочию осуществляющее функции представителя власти либо выполняющее организационно-распорядительные или административно-хозяйственные функции в государственных органах — это:
","Должностное лицо
","Банковский служащий
","Политический государственный служащий
","Государственный служащий
","Административный служащий
",A,test,"Лицо, постоянно, временно или по специальному полномочию осуществляющее функции представителя власти либо выполняющее организационно-распорядительные или административно-хозяйственные функции в государственных органах — это:
","A)
Индивид, бессрочно, краткосрочно или по особому мандату исполняющий обязанности делегата руководства либо реализующий управленческо-исполнительные или материально-технические задачи в правительственных структурах — это:

B)
Субъект, на регулярной основе, периодически или по выделенному разрешению выполняющий роль агента госуправления либо осуществляющий распорядительно-координационные или финансово-хозяйственные полномочия в публичных ведомствах — это:

C)
Гражданин, фиксированно, эпизодически или по конкретному поручению осуществляющий деятельность выразителя госаппарата либо реализующий контрольно-административные или имущественно-хозяйственные миссии в государственных учреждениях — это:

D)
Персона, неизменно, на время или по специальному назначению реализующая прерогативы представителя режима либо исполняющая директивно-организационные или планово-хозяйственные функции в министерствах и службах — это:","Индивид, бессрочно, краткосрочно или по особому мандату исполняющий обязанности делегата руководства либо реализующий управленческо-исполнительные или материально-технические задачи в правительственных структурах — это:","Субъект, на регулярной основе, периодически или по выделенному разрешению выполняющий роль агента госуправления либо осуществляющий распорядительно-координационные или финансово-хозяйственные полномочия в публичных ведомствах — это:","Гражданин, фиксированно, эпизодически или по конкретному поручению осуществляющий деятельность выразителя госаппарата либо реализующий контрольно-административные или имущественно-хозяйственные миссии в государственных учреждениях — это:","Персона, неизменно, на время или по специальному назначению реализующая прерогативы представителя режима либо исполняющая директивно-организационные или планово-хозяйственные функции в министерствах и службах — это:",E,E,E,E,E
19924,https://ymnik.kz/tests_old/literature/?v=12,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),Трагедия А.С. Пушкина «Борис Годунов» начинается:,В кремлевских палатах.,В палатах патриарха.,На Красной Площади.,В монастыре.,В Новодевичьем монастыре.,A,test,Трагедия А.С. Пушкина «Борис Годунов» начинается:,"A)
Драма А.С. Пушкина «Борис Годунов» открывается:

B)
Пьеса А.С. Пушкина «Борис Годунов» стартует:

C)
Произведение А.С. Пушкина «Борис Годунов» берет начало:

D)
Сочинение А.С. Пушкина «Борис Годунов» предваряется:",Драма А.С. Пушкина «Борис Годунов» открывается:,Пьеса А.С. Пушкина «Борис Годунов» стартует:,Произведение А.С. Пушкина «Борис Годунов» берет начало:,Сочинение А.С. Пушкина «Борис Годунов» предваряется:,A,E,E,E,E
12990,https://itest.kz/kz/endless,Humanities,Law,High School,Kazakh,Law (High School in kaz),Адам мен жануардың мінез-құлқын сыртқы ортаның әсеріне жауап беретін қозғалыстық реакциялардың және содан туындайтын вербальды реакциялардың жиынтығы ретінде түсіндіретін ғылым,Бихевиоризм,Антропология,Философия,Әлеуметтану,,A,test,Адам мен жануардың мінез-құлқын сыртқы ортаның әсеріне жауап беретін қозғалыстық реакциялардың және содан туындайтын вербальды реакциялардың жиынтығы ретінде түсіндіретін ғылым,"A)
Кісі мен хайуанның іс-әрекетін сыртқы айналаның ықпалына қайтаратын қимылдық жауаптардың және содан шығатын сөздік реакциялардың тобы ретінде пайымдайтын ілім

B)
Тұлға мен мақұлықтың жүріс-тұрысын қоршаған ортаның әсеріне қайтаратын қозғалыс әрекеттерінің және содан өрбитін ауызша реакциялардың кешені ретінде қарастыратын білім

C)
Пенде мен жәндіктің қылық-болмысын сыртқы жағдайдың ықпалына жауап беретін моторлық реакциялардың және содан пайда болатын вербалдық жауаптардың жинағы ретінде сипаттайтын сала

D)
Индивид пен тіршілік иесінің іс-қимылын сыртқы дүниенің әсеріне қайтаратын физиологиялық реакциялардың және содан туындайтын лебіздік жауаптардың жиынтығы ретінде түсіндіретін пән",Кісі мен хайуанның іс-әрекетін сыртқы айналаның ықпалына қайтаратын қимылдық жауаптардың және содан шығатын сөздік реакциялардың тобы ретінде пайымдайтын ілім,Тұлға мен мақұлықтың жүріс-тұрысын қоршаған ортаның әсеріне қайтаратын қозғалыс әрекеттерінің және содан өрбитін ауызша реакциялардың кешені ретінде қарастыратын білім,Пенде мен жәндіктің қылық-болмысын сыртқы жағдайдың ықпалына жауап беретін моторлық реакциялардың және содан пайда болатын вербалдық жауаптардың жинағы ретінде сипаттайтын сала,Индивид пен тіршілік иесінің іс-қимылын сыртқы дүниенің әсеріне қайтаратын физиологиялық реакциялардың және содан туындайтын лебіздік жауаптардың жиынтығы ретінде түсіндіретін пән,E,E,E,E,E
19607,https://ymnik.kz/tests_old/russian/?v=74,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Укажите предложение с дефисным написанием приложения.,Кучер Селифан отправился на кошошню возиться около лошадей.,Пастушонку Пете трудно жить на свете.,В таежной глуши встречается с рекой красавицей быстрый Илим.,Река Москва закована в гранит.,"Сторож Иван, оставшийся возле моста на ночь, выжигал из обрезков бревен кадушки.",C,test,Укажите предложение с дефисным написанием приложения.,"A)
Отметьте высказывание с дефисным употреблением определения.

B)
Выберите фразу с черточным начертанием эпитета.

C)
Найдите конструкцию с дефисным использованием пояснения.

D)
Обозначьте структуру с черточным написанием уточнения.",Отметьте высказывание с дефисным употреблением определения.,Выберите фразу с черточным начертанием эпитета.,Найдите конструкцию с дефисным использованием пояснения.,Обозначьте структуру с черточным написанием уточнения.,E,E,E,E,E
16584,https://oltest.kz/tests/medicina/,STEM,Medicine,University,Russian,Medicine (Professional & University in rus),"Назовите плоский сустав:
","между пальцами
","плечелоктевой
","тазобедренный
","крестцово-подвздошный
","лучезапястный
",D,test,"Назовите плоский сустав:
","A)
Укажите ровное сочленение:

B)
Обозначьте гладкое соединение:

C)
Выделите выровненный сустав:

D)
Перечислите плоское сочленение:",Укажите ровное сочленение:,Обозначьте гладкое соединение:,Выделите выровненный сустав:,Перечислите плоское сочленение:,E,A,E,E,E
